Name,SK,Group,Family,Subfamily,Pseudogene?,Header,Entrez_GeneID,RefSeq cDNA (Jan 07),Refseq mRNA,gi_mRNA,Refseq protein,gi_protein,Old_Name,Entrez_Symbol,Entrez_Synonyms,Entrez_dbXrefs,Entrez_Chromosome,Entrez_map_location,Entrez_symbol_from_nomenclature_authority
CDK10,SK294,CMGC,CDK,CDK10,N,CMGC_CDK_CDK10_SK294_CDK10,8558,NM_003674,NM_003674.2,32528262,NP_003665.2,32528263,CDK10,CDK10,PISSLRE,HGNC:1770|MIM:603464,16,16q24,CDK10
CDK4,SK069,CMGC,CDK,CDK4,N,CMGC_CDK_CDK4_SK069_CDK4,1019,NM_000075,NM_000075.2,16936531,NP_000066.1,4502735,CDK4,CDK4,CMM3|MGC14458|PSK-J3,HGNC:1773|MIM:123829|HPRD:00447,12,12q14,CDK4
CDK6,SK071,CMGC,CDK,CDK4,N,CMGC_CDK_CDK4_SK071_CDK6,1021,NM_001259,NM_001259.5,45827787,NP_001250.1,4502741,CDK6,CDK6,MGC59692|PLSTIRE,HGNC:1777|MIM:603368|HPRD:04533,7,7q21-q22,CDK6
CDK5,SK070,CMGC,CDK,CDK5,N,CMGC_CDK_CDK5_SK070_CDK5,1020,NM_004935,NM_004935.2,38454327,NP_004926.1,4826675,CDK5,CDK5,PSSALRE,HGNC:1774|MIM:123831|HPRD:00449,7,7q36,CDK5
CDK7,SK055,CMGC,CDK,CDK7,N,CMGC_CDK_CDK7_SK055_CDK7,1022,NM_001799,NM_001799.2,16950659,NP_001790.1,4502743,CDK7,CDK7,CAK1|CDKN7|STK1|p39MO15,HGNC:1778|MIM:601955|HPRD:15993,5,5q12.1,CDK7
CDK8,SK072,CMGC,CDK,CDK8,N,CMGC_CDK_CDK8_SK072_CDK8,1024,NM_001260,NM_001260.1,4502744,NP_001251.1,4502745,CDK8,CDK8,K35|MGC126074|MGC126075,HGNC:1779|MIM:603184|HPRD:04422,13,13q12,CDK8
CDK11,SK443,CMGC,CDK,CDK8,N,CMGC_CDK_CDK8_SK443_CDK11,23097,NM_015076,NM_015076.3,49355783,NP_055891.1,30387611,CDK11,CDC2L6,CDK11|KIAA1028|bA346C16.3,HGNC:19338|HPRD:07627,6,6q21,CDC2L6
CDK9,SK295,CMGC,CDK,CDK9,N,CMGC_CDK_CDK9_SK295_CDK9,1025,NM_001261,NM_001261.2,17017983,NP_001252.1,4502747,CDK9,CDK9,C-2k|CDC2L4|PITALRE|TAK,HGNC:1780|MIM:603251|HPRD:16016,9,9q34.1,CDK9
CHED,SK076,CMGC,CDK,CRK7,N,CMGC_CDK_CRK7_SK076_CHED,8621,NM_003718,NM_003718.2,14110386,NP_003709.2,14110387,CHED,CDC2L5,CDC2L|CHED|FLJ35215|KIAA1791,HGNC:1733|MIM:603309|HPRD:04496,7,7p13,CDC2L5
CRK7,SK485,CMGC,CDK,CRK7,N,CMGC_CDK_CRK7_SK485_CRK7,51755,NM_016507,NM_016507.1,7706548,NP_057591.1,7706549,CRK7,CRKRS,CRK7|CRKR|KIAA0904,HGNC:24224|HPRD:10849,17,17q12,CRKRS
PCTAIRE1,SK271,CMGC,CDK,PCTAIRE,N,CMGC_CDK_TAIRE_SK271_PCTAIRE1,5127,NM_006201,NM_006201.3,53729342,NP_006192.1,5453860,PCTAIRE1,PCTK1,FLJ16665|PCTAIRE|PCTAIRE1|PCTGAIRE,HGNC:8749|MIM:311550|HPRD:02409,X,Xp11.3-p11.23,PCTK1
PCTAIRE2,SK272,CMGC,CDK,PCTAIRE,N,CMGC_CDK_TAIRE_SK272_PCTAIRE2,5128,NM_002595,NM_002595.2,37595544,NP_002586.2,37595545,PCTAIRE2,PCTK2,PCTAIRE2,HGNC:8750|MIM:603440|HPRD:09141,12,12q23.1,PCTK2
PCTAIRE3,SK273,CMGC,CDK,PCTAIRE,N,CMGC_CDK_TAIRE_SK273_PCTAIRE3,5129,NM_212503,NM_212503.1,47078232,NP_997668.1,47078233,PCTAIRE3,PCTK3,PCTAIRE|PCTAIRE3,HGNC:8751|MIM:169190|HPRD:01354,1,1q31-q32,PCTK3
PFTAIRE1,SK282,CMGC,CDK,PFTAIRE,N,CMGC_CDK_TAIRE_SK282_PFTAIRE1,5218,NM_012395,NM_012395.2,32130539,NP_036527.1,6912584,PFTAIRE1,PFTK1,KIAA0834|PFTAIRE1,HGNC:8883|MIM:610679|HPRD:15121,7,7q21-q22,PFTK1
PFTAIRE2,SK462,CMGC,CDK,PFTAIRE,N,CMGC_CDK_TAIRE_SK462_PFTAIRE2,65061,NM_139158,NM_139158.1,21040234,NP_631897.1,21040235,PFTAIRE2,ALS2CR7,-,HGNC:14434|HPRD:12449,2,2q33.2,ALS2CR7
PITSLRE,SK297,CMGC,CDK,PITSLRE,N,CMGC_CDK_PITSLRE_SK297_PITSLRE,985,NM_033531,NM_033531.1,16357485,NP_277073.1,16357486,PITSLRE,CDC2L2,CDC2L3|CDK11-p110|CDK11-p46|CDK11-p58|MGC131975|PITSLRE|p58GTA,HGNC:1730|MIM:116951|HPRD:00308,1,1p36.33,CDC2L2
CDKL5,SK361,CMGC,CDKL,,N,CMGC_CDKL__SK361_CDKL5,6792,NM_003159,NM_003159.2,83367066,NP_003150.1,4507281,CDKL5,CDKL5,ISSX|STK9,HGNC:11411|MIM:300203|HPRD:02190,X,Xp22,CDKL5
CDKL1,SK203,CMGC,CDKL,,N,CMGC_CDKL__SK203_CDKL1,8814,NM_004196,NM_004196.3,37596296,NP_004187.2,37596297,CDKL1,CDKL1,KKIALRE|p42,HGNC:1781|MIM:603441|HPRD:10348,14,14q22.1,CDKL1
CDKL2,SK202,CMGC,CDKL,,N,CMGC_CDKL__SK202_CDKL2,8999,NM_003948,NM_003948.2,10938004,NP_003939.1,4505569,CDKL2,CDKL2,KKIAMRE|P56,HGNC:1782|MIM:603442|HPRD:16021,4,4q21.1,CDKL2
CDKL3,SK509,CMGC,CDKL,,N,CMGC_CDKL__SK509_CDKL3,51265,NM_016508,NM_016508.2,17017984,NP_057592.1,7706059,CDKL3,CDKL3,NKIAMRE,HGNC:15483|MIM:608459,5,5q31,CDKL3
CDKL4,SK466,CMGC,CDKL,,N,CMGC_CDKL__SK466_CDKL4,344387,NM_001009565,NM_001009565.1,57222268,NP_001009565.1,57222269,CDKL4,CDKL4,-,HGNC:19287|HPRD:16698,2,2p22.1,CDKL4
CK2a1,SK088,CMGC,CK2,,N,Other_CK2__SK088_CK2a1,1457,NM_001895,NM_001895.3,47419902,NP_001886.1,4503095,CK2a1,CSNK2A1,CK2A1|CKII|CKII alpha,HGNC:2457|MIM:115440|HPRD:00277,20,20p13,CSNK2A1
CK2a2,SK089,CMGC,CK2,,N,Other_CK2__SK089_CK2a2,1459,NM_001896,NM_001896.2,38708325,NP_001887.1,4503097,CK2a2,CSNK2A2,CK2A2|CSNK2A1|FLJ43934,HGNC:2459|MIM:115442|HPRD:00279,16,16q21,CSNK2A2
CLK1,SK090,CMGC,CLK,,N,CMGC_CLK__SK090_CLK1,1195,NM_004071,NM_004071.2,67551260,NP_004062.2,67551261,CLK1,CLK1,CLK|CLK/STY|STY,HGNC:2068|MIM:601951|HPRD:09058,2,2q33,CLK1
CLK2,SK091,CMGC,CLK,,N,CMGC_CLK__SK091_CLK2,1196,NM_003993,NM_003993.2,47717133,NP_003984.2,47717134,CLK2,CLK2,MGC61500|hCLK2,HGNC:2069|MIM:602989|HPRD:04289,1,1q21,CLK2
CLK3,SK092,CMGC,CLK,,N,CMGC_CLK__SK092_CLK3,1198,NM_003992,NM_003992.1,4502884,NP_003983.1,4502885,CLK3,CLK3,FLJ22858,HGNC:2071|MIM:602990|HPRD:04290,15,15q24,CLK3
CLK4,SK484,CMGC,CLK,,N,CMGC_CLK__SK484_CLK4,57396,NM_020666,NM_020666.2,47717135,NP_065717.1,10190706,CLK4,CLK4,DKFZp686A20267,HGNC:13659|MIM:607969|HPRD:12140,5,5q35,CLK4
DYRK1A,SK234,CMGC,DYRK,DYRK1,N,CMGC_DYRK_DYRK1_SK234_DYRK1A,1859,NM_130436,NM_130436.2,116734669,NP_569120.1,18765752,DYRK1A,DYRK1A,DYRK|DYRK1|HP86|MNB|MNBH,HGNC:3091|MIM:600855|HPRD:09018,21,21q22.13,DYRK1A
DYRK1B,SK114,CMGC,DYRK,DYRK1,N,CMGC_DYRK_DYRK1_SK114_DYRK1B,9149,NM_004714,NM_004714.1,4758221,NP_004705.1,4758222,DYRK1B,DYRK1B,MIRK,HGNC:3092|MIM:604556|HPRD:05188,19,19q12-13.1,DYRK1B
DYRK3,SK488,CMGC,DYRK,DYRK2,N,CMGC_DYRK_DYRK2_SK488_DYRK3,8444,NM_003582,NM_003582.2,51702239,NP_003573.2,51702240,DYRK3,DYRK3,DYRK5|RED|REDK,HGNC:3094|MIM:603497|HPRD:04607,1,1q32.1,DYRK3
DYRK2,SK115,CMGC,DYRK,DYRK2,N,CMGC_DYRK_DYRK2_SK115_DYRK2,8445,NM_006482,NM_006482.1,5922003,NP_006473.1,5922004,DYRK2,DYRK2,-,HGNC:3093|MIM:603496|HPRD:04606,12,12q15,DYRK2
DYRK4,SK116,CMGC,DYRK,DYRK2,N,CMGC_DYRK_DYRK2_SK116_DYRK4,8798,NM_003845,NM_003845.1,28827773,NP_003836.1,28827774,DYRK4,DYRK4,-,HGNC:3095|MIM:609181|HPRD:10926,12,12p13.32,DYRK4
HIPK3,SK314,CMGC,DYRK,HIPK,N,CMGC_DYRK_HIPK_SK314_HIPK3,10114,NM_005734,NM_005734.3,114796623,NP_005725.3,114796624,HIPK3,HIPK3,DYRK6|FIST3|PKY|YAK1,HGNC:4915|MIM:604424|HPRD:05111,11,11p13,HIPK3
HIPK2,SK495,CMGC,DYRK,HIPK,N,CMGC_DYRK_HIPK_SK495_HIPK2,28996,NM_022740,NM_022740.2,46852175,NP_073577.2,46852176,HIPK2,HIPK2,PRO0593,HGNC:14402|MIM:606868|HPRD:06039,7,7q32-q34,HIPK2
HIPK4,SK582,CMGC,DYRK,HIPK,N,CMGC_DYRK_HIPK_SK582_HIPK4,147746,NM_144685,NM_144685.3,34222353,NP_653286.2,31542768,HIPK4,HIPK4,FLJ32818,HGNC:19007|HPRD:13652,19,19q13.2,HIPK4
HIPK1,SK169,CMGC,DYRK,HIPK,N,CMGC_DYRK_HIPK_SK169_HIPK1,204851,NM_198268,NM_198268.1,38201639,NP_938009.1,38201640,HIPK1,HIPK1,KIAA0630|MGC26642|MGC33446|MGC33548|Myak|Nbak2,HGNC:19006|MIM:608003|HPRD:06418,1,1p13.2,HIPK1
PRP4,SK321,CMGC,DYRK,PRP4,N,CMGC_DYRK_PRP4_SK321_PRP4,8899,NM_003913,NM_003913.4,89276755,NP_003904.3,89276756,PRP4,PRPF4B,KIAA0536|PR4H|PRP4|PRP4H|PRP4K|dJ1013A10.1,HGNC:17346|MIM:602338|HPRD:09087,6,6p25.2,PRPF4B
GSK3A,SK162,CMGC,GSK,,N,CMGC_GSK__SK162_GSK3A,2931,NM_019884,NM_019884.2,49574531,NP_063937.2,49574532,GSK3A,GSK3A,DKFZp686D0638,HGNC:4616|MIM:606784|HPRD:06002,19,19q13.2,GSK3A
GSK3B,SK163,CMGC,GSK,,N,CMGC_GSK__SK163_GSK3B,2932,NM_002093,NM_002093.2,21361339,NP_002084.2,21361340,GSK3B,GSK3B,-,HGNC:4617|MIM:605004|HPRD:05418,3,3q13.3,GSK3B
Erk2,SK135,CMGC,MAPK,ERK1,N,CMGC_MAPK_ERK_SK135_Erk2,5594,NM_002745,NM_002745.4,75709178,NP_002736.3,66932916,Erk2,MAPK1,ERK|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk,HGNC:6871|MIM:176948|HPRD:01496,22,22q11.2|22q11.21,MAPK1
Erk1,SK134,CMGC,MAPK,ERK1,N,CMGC_MAPK_ERK_SK134_Erk1,5595,NM_002746,NM_002746.2,91718898,NP_002737.2,91718899,Erk1,MAPK3,ERK1|HS44KDAP|HUMKER1A|MGC20180|P44ERK1|P44MAPK|PRKM3,HGNC:6877|MIM:601795|HPRD:03479,16,16p11.2,MAPK3
Erk4,SK137,CMGC,MAPK,ERK3,N,CMGC_MAPK_ERK_SK137_Erk4,5596,NM_002747,NM_002747.3,89276768,NP_002738.2,89276769,Erk4,MAPK4,ERK3|Erk4|PRKM4|p63MAPK,HGNC:6878|MIM:176949|HPRD:01497,18,18q12-q21,MAPK4
Erk3,SK136,CMGC,MAPK,ERK3,N,CMGC_MAPK_ERK_SK136_Erk3,5597,NM_002748,NM_002748.2,16306569,NP_002739.1,4506091,Erk3,MAPK6,DKFZp686F03189|ERK3|HsT17250|PRKM6|p97MAPK,HGNC:6879|MIM:602904|HPRD:04213,15,15q21,MAPK6
Erk5,SK408,CMGC,MAPK,ERK5,N,CMGC_MAPK_ERK_SK408_Erk5,5598,NM_139033,NM_139033.1,20986500,NP_620602.1,20986501,Erk5,MAPK7,BMK1|ERK4|ERK5|PRKM7,HGNC:6880|MIM:602521|HPRD:03952,17,17p11.2,MAPK7
Erk7,SK465,CMGC,MAPK,ERK7,N,CMGC_MAPK_Erk7_SK465_Erk7,225689,NM_139021,NM_139021.2,95147355,NP_620590.2,95147356,Erk7,MAPK15,ERK7|ERK8,HGNC:24667|HPRD:16867,8,-,MAPK15
JNK1,SK188,CMGC,MAPK,JNK,N,CMGC_MAPK_JNK_SK188_JNK1,5599,NM_002750,NM_002750.2,20986493,NP_002741.1,4506095,JNK1,MAPK8,JNK|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1,HGNC:6881|MIM:601158|HPRD:03100,10,10q11.22,MAPK8
JNK2,SK189,CMGC,MAPK,JNK,N,CMGC_MAPK_JNK_SK189_JNK2,5601,NM_002752,NM_002752.3,21237735,NP_002743.3,21237736,JNK2,MAPK9,JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|p54aSAPK,HGNC:6886|MIM:602896|HPRD:04206,5,5q35,MAPK9
JNK3,SK190,CMGC,MAPK,JNK,N,CMGC_MAPK_JNK_SK190_JNK3,5602,NM_002753,NM_002753.2,20986504,NP_002744.1,4506081,JNK3,MAPK10,FLJ12099|FLJ33785|JNK3|JNK3A|MGC50974|PRKM10|p493F12|p54bSAPK,HGNC:6872|MIM:602897|HPRD:04207,4,4q22.1-q23,MAPK10
NLK,SK255,CMGC,MAPK,nmo,N,CMGC_MAPK_nmo_SK255_NLK,51701,NM_016231,NM_016231.2,42734431,NP_057315.2,42734432,NLK,NLK,DKFZp761G1211|FLJ21033,HGNC:29858|MIM:609476|HPRD:17637,17,17q11.2,NLK
p38a,SK264,CMGC,MAPK,p38,N,CMGC_MAPK_p38_SK264_p38a,1432,NM_001315,NM_001315.1,4503068,NP_001306.1,4503069,p38a,MAPK14,CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA,HGNC:6876|MIM:600289|HPRD:02619,6,6p21.3-p21.2,MAPK14
p38b,SK342,CMGC,MAPK,p38,N,CMGC_MAPK_p38_SK342_p38b,5600,NM_002751,NM_002751.5,47519746,NP_002742.3,20128774,p38b,MAPK11,P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta,HGNC:6873|MIM:602898|HPRD:04208,22,22q13.33,MAPK11
p38d,SK344,CMGC,MAPK,p38,N,CMGC_MAPK_p38_SK344_p38d,5603,NM_002754,NM_002754.3,20986527,NP_002745.1,4506085,p38d,MAPK13,MGC99536|PRKM13|SAPK4|p38delta,HGNC:6875|MIM:602899|HPRD:09113,6,6p21.31,MAPK13
p38g,SK343,CMGC,MAPK,p38,N,CMGC_MAPK_p38_SK343_p38g,6300,NM_002969,NM_002969.3,48255969,NP_002960.2,48255970,p38g,MAPK12,ERK3|ERK6|P38GAMMA|PRKM12|SAPK-3|SAPK3,HGNC:6874|MIM:602399|HPRD:03868,22,22q13.33,MAPK12
MAK,SK211,CMGC,RCK,,N,CMGC_RCK__SK211_MAK,4117,NM_005906,NM_005906.3,31652253,NP_005897.1,11496279,MAK,MAK,dJ417M14.2,HGNC:6816|MIM:154235|HPRD:01101,6,6p24,MAK
MOK,SK505,CMGC,RCK,,N,CMGC_RCK__SK505_MOK,5891,NM_014226,NM_014226.1,7657497,NP_055041.1,7657498,MOK,RAGE,MOK|RAGE1,HGNC:9833|MIM:605762|HPRD:09310,14,14q32,RAGE
ICK,SK497,CMGC,RCK,,N,CMGC_RCK__SK497_ICK,22858,NM_016513,NM_016513.4,156671211,NP_057597.2,27477122,ICK,ICK,KIAA0936|LCK2|MGC46090|MRK,HGNC:21219|HPRD:09996,6,6p12.3-p11.2,ICK
SRPK1,SK358,CMGC,SRPK,,N,CMGC_SRPK__SK358_SRPK1,6732,NM_003137,NM_003137.3,47419935,NP_003128.3,47419936,SRPK1,SRPK1,SFRSK1,HGNC:11305|MIM:601939|HPRD:15992,6,6p21.3-p21.2,SRPK1
SRPK2,SK359,CMGC,SRPK,,N,CMGC_SRPK__SK359_SRPK2,6733,NM_182691,NM_182691.1,33188446,NP_872633.1,33188447,SRPK2,SRPK2,FLJ36101|SFRSK2,HGNC:11306|MIM:602980|HPRD:04280,7,7q22-q31.1,SRPK2
MSSK1,SK507,CMGC,SRPK,,N,CMGC_SRPK__SK507_MSSK1,26576,NM_014370,NM_014370.2,63025195,NP_055185.2,63025196,MSSK1,SRPK3,MGC102944|MSSK1|STK23,HGNC:11402|HPRD:06731,X,Xq28,SRPK3
AurA,SK407,Other,Aur,,N,Other_AUR__SK407_AurA,6790,NM_198434,NM_198434.1,38327565,NP_940836.1,38327566,AurA,AURKA,AIK|ARK1|AURA|AURORA2|BTAK|MGC34538|STK15|STK6|STK7,HGNC:11393|MIM:603072|HPRD:04066|HPRD:04352,20,20q13.2-q13.3,AURKA
AurC,SK043,Other,Aur,,N,Other_AUR__SK043_AurC,6795,NM_001015879,NM_001015879.1,62865640,NP_001015879.1,62865641,AurC,AURKC,AIE2|AIK3|AurC|STK13|aurora-C,HGNC:11391|MIM:603495|HPRD:04605,19,19q13.43,AURKC
AurB,SK406,Other,Aur,,N,Other_AUR__SK406_AurB,9212,NM_004217,NM_004217.2,83776599,NP_004208.2,83776600,AurB,AURKB,AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|STK12|STK5,HGNC:11390|MIM:604970|HPRD:05397,17,17p13.1,AURKB
BUB1,SK409,Other,BUB,,N,Other_BUB__SK409_BUB1,699,NM_004336,NM_004336.2,56118215,NP_004327.1,4757878,BUB1,BUB1,BUB1A|BUB1L|hBUB1,HGNC:1148|MIM:602452|HPRD:03907,2,2q14,BUB1
BUBR1,SK053,Other,BUB,,N,Other_BUB__SK053_BUBR1,701,NM_001211,NM_001211.4,59814246,NP_001202.4,59814247,BUBR1,BUB1B,BUB1beta|BUBR1|Bub1A|MAD3L|SSK1|hBUBR1,HGNC:1149|MIM:602860|HPRD:04176,15,15q15,BUB1B
PRPK,SK464,Other,Bud32,,N,Other_Bud32__SK464_PRPK,112858,NM_033550,NM_033550.3,41327714,NP_291028.3,41327715,PRPK,TP53RK,2|BUD32|C20orf64|Nori-2|Nori-2p|PRPK|dJ101A2,HGNC:16197|MIM:608679|HPRD:12276,20,20q13.2,TP53RK
CaMKK2,SK482,Other,CAMKK,Meta,N,Other_CAMKK_Meta_SK482_CaMKK2,10645,NM_006549,NM_006549.3,27437014,NP_006540.3,27437015,CaMKK2,CAMKK2,CAMKK|CAMKKB|KIAA0787|MGC15254,HGNC:1470|HPRD:06467,12,12q24.2,CAMKK2
CaMKK1,SK697,Other,CAMKK,Meta,N,Other_CAMKK_Meta_SK697_CaMKK1,84254,NM_032294,NM_032294.2,27437009,NP_115670.1,14150045,CaMKK1,CAMKK1,CAMKKA|DKFZp761M0423|MGC34095,HGNC:1469|HPRD:13000,17,17p13.2,CAMKK1
CDC7,SK066,Other,CDC7,,N,Other_CDC7__SK066_CDC7,8317,NM_003503,NM_003503.2,11038647,NP_003494.1,4502715,CDC7,CDC7,CDC7L1|HsCDC7|Hsk1|MGC117361|MGC126237|MGC126238|huCDC7,HGNC:1745|MIM:603311|HPRD:10345,1,1p22,CDC7
Haspin,SK692,Other,Haspin,,N,Other_Haspin__SK692_Haspin,83903,NM_031965,NM_031965.2,56790918,NP_114171.2,56790919,Haspin,GSG2,-,HGNC:19682|MIM:609240|HPRD:17083,17,17p13,GSG2
IKKa,SK175,Other,IKK,,N,Other_IKK__SK175_IKKa,1147,NM_001278,NM_001278.3,62241000,NP_001269.3,62241001,IKKa,CHUK,IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16,HGNC:1974|MIM:600664|HPRD:02811,10,10q24-q25,CHUK
IKKb,SK176,Other,IKK,,N,Other_IKK__SK176_IKKb,3551,NM_001556,NM_001556.1,41352711,NP_001547.1,41352712,IKKb,IKBKB,FLJ40509|IKK-beta|IKK2|IKKB|MGC131801|NFKBIKB,HGNC:5960|MIM:603258|HPRD:04462,8,8p11.2,IKBKB
IKKe,SK193,Other,IKK,,N,Other_IKK__SK193_IKKe,9641,NM_014002,NM_014002.2,51317395,NP_054721.1,7661946,IKKe,IKBKE,IKK-i|IKKE|IKKI|KIAA0151|MGC125294|MGC125295|MGC125297,HGNC:14552|MIM:605048|HPRD:05442,1,1q32.1,IKBKE
TBK1,SK531,Other,IKK,,N,Other_IKK__SK531_TBK1,29110,NM_013254,NM_013254.2,19743810,NP_037386.1,7019547,TBK1,TBK1,FLJ11330|NAK|T2K,HGNC:11584|MIM:604834|HPRD:05322,12,12q14.1,TBK1
IRE1,SK182,Other,IRE,,N,Other_IRE__SK182_IRE1,2081,NM_001433,NM_001433.2,50346000,NP_001424.2,50346001,IRE1,ERN1,FLJ30999|IRE1|IRE1P|MGC163277|MGC163279,HGNC:3449|MIM:604033|HPRD:04943,17,17q24.2,ERN1
IRE2,SK498,Other,IRE,,N,Other_IRE__SK498_IRE2,10595,NM_033266,NM_033266.2,51921282,NP_150296.2,51921283,IRE2,ERN2,IRE1b,HGNC:16942|MIM:604034|HPRD:04944,16,16p12.2,ERN2
KIS,SK661,Other,KIS,,N,Other_Other-Unique__SK661_KIS,127933,NM_175866,NM_175866.2,52851453,NP_787062.1,28467003,KIS,UHMK1,KIS|Kist,HGNC:19683|MIM:608849|HPRD:12318,1,1q23.3,UHMK1
MOS,SK237,Other,MOS,,N,Other_MOS__SK237_MOS,4342,NM_005372,NM_005372.1,4885488,NP_005363.1,4885489,MOS,MOS,MGC119962|MGC119963|MSV,HGNC:7199|MIM:190060|HPRD:01816,8,8q11,MOS
AAK1,SK422,Other,NAK,BIKE,N,Other_NAK__SK422_AAK1,22848,NM_014911,NM_014911.2,29570779,NP_055726.2,29570780,AAK1,AAK1,KIAA1048|MGC138170,HGNC:19679|HPRD:10620,2,2p24.3-p14,AAK1
BIKE,SK704,Other,NAK,BIKE,N,Other_NAK__SK704_BIKE,55589,NM_198892,NM_198892.1,38787934,NP_942595.1,38787935,BIKE,BMP2K,BIKE|DKFZp434K0614|DKFZp434P0116|HRIHFB2017,HGNC:18041|HPRD:09828,4,4q21.21,BMP2K
GAK,SK155,Other,NAK,GAK,N,Other_NAK__SK155_GAK,2580,NM_005255,NM_005255.1,4885250,NP_005246.1,4885251,GAK,GAK,FLJ40395|MGC99654,HGNC:4113|MIM:602052|HPRD:03631,4,4p16,GAK
MPSK1,SK506,Other,NAK,MPSK,N,Other_NAK__SK506_MPSK1,8576,NM_001008910,NM_001008910.1,57165435,NP_001008910.1,57165436,MPSK1,STK16,FLJ39635|KRCT|MPSK|PKL12|TSF1,HGNC:11394|MIM:604719|HPRD:05281,2,2q34-q37,STK16
NEK1,SK250,Other,NEK,NEK1,N,Other_NEK__SK250_NEK1,4750,NM_012224,NM_012224.1,41872672,NP_036356.1,41872673,NEK1,NEK1,DKFZp686D06121|DKFZp686K12169|KIAA1901|MGC138800|NY-REN-55,HGNC:7744|MIM:604588|HPRD:06847,4,4q33,NEK1
NEK3,SK252,Other,NEK,NEK1,N,Other_NEK__SK252_NEK3,4752,NM_002498,NM_002498.2,119637838,NP_002489.1,23510391,NEK3,NEK3,HSPK36|MGC29949,HGNC:7746|MIM:604044|HPRD:04954,13,13q14.13,NEK3
NEK5,SK558,Other,NEK,NEK1,N,Other_NEK__SK558_NEK5,341676,NM_199289,NM_199289.1,83627720,NP_954983.1,83627721,NEK5,NEK5,MGC75495,HGNC:7748,13,13q14.3,NEK5
NEK10,SK645,Other,NEK,NEK10,N,Other_NEK__SK645_NEK10,152110,NM_152534,NM_152534.2,44917614,NP_689747.2,44917615,NEK10,NEK10,FLJ32685,HGNC:18592|HPRD:08135,3,3p24.1,NEK10
NEK11,SK574,Other,NEK,NEK11,N,Other_NEK__SK574_NEK11,79858,NM_024800,NM_024800.2,22094142,NP_079076.2,22094143,NEK11,NEK11,FLJ23495,HGNC:18593|MIM:609779|HPRD:14821,3,3q22.1,NEK11
NEK2,SK251,Other,NEK,NEK2,N,Other_NEK__SK251_NEK2,4751,NM_002497,NM_002497.2,49574505,NP_002488.1,4505373,NEK2,NEK2,HsPK 21|HsPK21|NEK2A|NLK1,HGNC:7745|MIM:604043|HPRD:04953,1,1q32.2-q41,NEK2
NEK4,SK256,Other,NEK,NEK4,N,Other_NEK__SK256_NEK4,6787,NM_003157,NM_003157.1,4507276,NP_003148.1,4507277,NEK4,NEK4,MGC33171|NRK2|STK2|pp12301,HGNC:11399|MIM:601959|HPRD:11880,3,3p21.1,NEK4
NEK6,SK420,Other,NEK,NEK6,N,Other_NEK__SK420_NEK6,10783,NM_014397,NM_014397.3,34147501,NP_055212.2,19923407,NEK6,NEK6,SID6-1512,HGNC:7749|MIM:604884|HPRD:05348,9,9q33.3-q34.11,NEK6
NEK7,SK421,Other,NEK,NEK6,N,Other_NEK__SK421_NEK7,140609,NM_133494,NM_133494.1,19424131,NP_598001.1,19424132,NEK7,NEK7,-,HGNC:13386|MIM:606848|HPRD:06027,1,1q31.3,NEK7
NEK9,SK470,Other,NEK,NEK8,N,Other_NEK__SK470_NEK9,91754,NM_033116,NM_033116.3,31543285,NP_149107.3,31543286,NEK9,NEK9,DKFZp434D0935|MGC138306|MGC16714|NERCC|NERCC1|Nek8,HGNC:18591|MIM:609798|HPRD:11386,14,14q24.3,NEK9
NEK8,SK476,Other,NEK,NEK8,N,Other_NEK__SK476_NEK8,284086,NM_178170,NM_178170.2,31342341,NP_835464.1,30039692,NEK8,NEK8,JCK|MGC138445|NEK12A,HGNC:13387|MIM:609799|HPRD:14822,17,17q11.1,NEK8
SBK,SK650,Other,NKF1,,N,Other_NKF1__SK650_SBK,388228,NM_001024401,NM_001024401.2,67906173,NP_001019572.1,66773086,SBK,SBK1,Sbk,HGNC:17699|HPRD:18608,16,16p11.2,SBK1
SgK069,SK581,Other,NKF1,,N,Other_NKF1__SK581_SgK069,646643,NM_001101401,NM_001101401.1,157676319,NP_001094871.1,157676320,SgK069,LOC646643,-,-,19,19q13.42,-
SgK110,SK592,Other,NKF1,,N,Other_NKF1__SK592_SgK110,NA,,,NA,,NA,,,,,,,
PINK1,SK456,Other,NKF2,,N,Other_NKF2__SK456_PINK1,65018,NM_032409,NM_032409.2,112382374,NP_115785.1,14165272,PINK1,PINK1,BRPK|FLJ27236|PARK6,HGNC:14581|MIM:608309|HPRD:10514,1,1p36,PINK1
SgK269,SK649,Other,NKF3,,N,Other_NKF3__SK649_SgK269,79834,XM_370878,XM_370878.3,113425327,XP_370878.3,113425328,SgK269,KIAA2002,FLJ21140|FLJ34483,-,15,15q24.3,-
