all_gene2	five_prime_partners	num_five_prime_partners	three_prime_TCGA_Projects
LINC00866	LARP4B	1	SKCM
GOLGA7B	DEPDC5	1	BRCA
CRTAC1	RRP12	1	BRCA
R3HCC1L	PCBP2	1	SKCM
HPS1	UBE2Q1	1	BRCA
HPSE2	PRKD2	1	OV
SLC25A28	AC129492.3	1	LAML
ABCC2	PANK1	1	STAD
DNMBP	COX15	1	STAD
CNTN5	SBF2:NAV2:RAD17:YAP1:TMEM123:FGD4:HS3ST1:SORL1:SART1:MAML2:ARHGEF12	11	SKCM:LUAD:LGG:BLCA:BRCA:READ:KIRC:OV:HNSC
AP2A2	BRSK2:TOLLIP	2	SKCM:OV
ARHGAP42	PAK1:CHP1	2	SKCM:UCEC
PGR	ARHGAP42:INTS4:ATXN10	3	BRCA:SKCM:UCEC
PGR-AS1	RASSF3:GNS	2	SARC
TRPC6	GBF1:AMBRA1:RSF1:PIK3C3	4	SARC:PRAD:SKCM:LUSC
SBF2	SMARCB1:ARHGAP42:ST5:FRS2:DENND5A	5	SARC:LUSC:OV:BRCA
CEP126	TMEM123:PANX1:SKAP2:DYNC2H1	4	BLCA:HNSC:SARC:CESC
C11orf70	YAP1:DYNC2H1:ST3GAL4	3	LUAD:BLCA:ESCA
YAP1	DYNC2H1:DCPS:CCND1:ARHGAP42:HECTD4:RASGEF1B:BIRC2:NUMA1:MAML2:PPP6R3	10	OV:ESCA:HNSC:SARC:SKCM:BLCA
BIRC3	UST	1	SARC
BIRC2	COL11A2	1	SARC
TMEM123	BIRC2	1	CESC
AP001830.1	ARHGAP42:NCAM1:CEP57:TG:LINC01605	5	BLCA:LUAD:PRAD:THCA:HNSC
AP001830.2	CTTNBP2NL	1	OV
MMP7	TMEM123:CAMK1	2	BRCA:PRAD:OV
MMP20	TMEM123:AC090833.1:TYR	3	BLCA:STAD:ESCA:COAD:LUAD:SKCM
AP000851.1	TMEM123	1	OV
MMP27	TMEM123:ZDHHC17	2	BRCA:SARC
MMP8	MTMR2	1	COAD
DCUN1D5	PDGFD:TMEM123:ZNF559:NCOA2	4	BLCA:OV:HNSC
DYNC2H1	PPFIA1:DBF4B:USP2:PATJ:NCKAP5	5	BLCA:BRCA:ESCA:CESC:LGG
AP002989.1	NARS2:UVRAG	2	SKCM:HNSC
PDGFD	ALG9:PAK1:AP002989.1	3	MESO:SKCM:BRCA
AP003083.1	SPATS2	1	SARC
CARD16	AASDHPPT	1	BLCA
CARD18	ZBTB16	1	SARC
MRVI1-AS1	MICALCL:FAR1:IPO7:SEC14L1:RARRES1	5	LUAD:UCEC:BRCA
KBTBD3	NCAPD3	1	BLCA
MRVI1	BCR	1	BRCA
GUCY1A2	XRRA1:FCHSD2	2	BRCA:HNSC
CWF19L2	GUCY1A2:ANO1:ARHGAP32:PAK1	4	BRCA:BLCA:PRAD
CTR9	IPO7:TEAD1	2	SKCM:UCEC
SLN	CWF19L2:PACS1	2	LIHC:LUAD
SLC35F2	TNRC6B	1	LGG
EIF4G2	DNAJC15:SBF2	2	STAD:LUSC
CUL5	SDHD	1	BRCA
NPAT	USP47	1	ESCA
ATM	AL357055.3:ITGB8:JARID2:DDX10	4	BRCA:UCEC:LUAD:OV
C11orf65	SESN3	1	LUSC
KDELC2	DSCAML1:C11orf65:NECTIN1	3	LGG:LIHC:SARC
EXPH5	NPAT	1	STAD
AC069360.1	SIPA1L1	1	BRCA
AP003049.2	ELOVL6	1	BRCA
ZC3H12C	STARD10	1	KICH
RDX	SPAG9	1	SKCM
AP003973.3	MYO1E:NAMPT:C9orf3	3	SKCM:OV:LUAD
C11orf53	SIK2	1	CESC
POU2AF1	NCAM1	1	UCEC
LAYN	KANSL1	1	BRCA
AC111188.1	LRP4	1	LUSC
PPP2R1B	MLLT10:RAI2:SIK2	3	LAML:PRAD:LIHC
AP001781.2	SIK2	1	LIHC
ALG9	RXRA:PPP2R1B	2	LIHC:LUAD
C11orf1	HSPB2-C11orf52:SIK3:DIXDC1:DLAT	4	OV:LAML:UCS:DLBC
CRYAB	FDXACB1:AP001781.3	2	OV
DLAT	MARK2:C11orf57	2	LUAD:BRCA
PLET1	NADSYN1	1	LUSC
AP002884.3	SUFU	1	PRAD
AP003063.2	ARHGEF12	1	STAD
AP003063.1	ATAD5	1	BRCA
GALNT18	USP47:SOX6:MARCH6	3	SARC:BRCA
NCAM1	MARK2:TTC12:SCP2	3	SARC:LUSC:PRAD
AP000880.1	NCAM1	1	LGG
TTC12	CLDN10:YAP1	2	HNSC:SKCM
ZW10	ST3GAL4	1	SARC
USP28	SNX19:SKIV2L2:PACS1:MAPRE1	4	PRAD:OV:BRCA
ZBTB16	HIRA:NNMT	2	LGG:KIRC
NNMT	SLC26A4:SHROOM3:CYP24A1	3	PRAD:KIRP
NXPE1	REXO2	1	PRAD
NXPE2	EP300	1	PRAD
CADM1	TRAK1:CTBP2:AP002991.1	3	LGG:PRAD:THCA
AP000462.1	NCAM1	1	LGG
AC104031.1	USP47	1	LUSC
AP000797.3	MTMR2	1	STAD
ZPR1	BUD13:OAF	2	SARC:LIHC
APOA5	OAF	1	LIHC
APOC3	HPX	1	LIHC
SIK3	PAFAH1B2:ARHGEF12	2	BRCA
PAFAH1B2	CD63	1	STAD
SIDT2	RNF214:TAGLN	2	PAAD:OV
RNF214	SREBF2:PRKAR1B	2	LUSC:OV
BACE1	ZBTB44	1	LGG
CEP164	ARHGEF12:SORL1	2	SARC:OV
FXYD6-FXYD2	MICAL3	1	LGG
FXYD6	MICAL3	1	LGG
TMPRSS4	RAD51B	1	BRCA
JAML	FXYD6:CWF19L2	2	LGG:LUSC
MPZL2	CRISPLD2:DSCAML1	2	SKCM:LGG
CD3D	SIK3:CAT	2	LUAD:OV
CD3G	TMEM25	1	LUSC
UBE4A	PGBD2:ATP5L	2	LGG:BRCA:LUSC
ATP5L	KMT2A:ARCN1	2	LIHC:SKCM
KMT2A	AFDN:ELL	2	LAML
AP001267.3	TMEM135	1	KIRC
ARCN1	RHOA:DIXDC1:CADM1:PHLDB1	4	OV:LUAD:LUSC
TREH	BSN	1	OV
USP47	TEAD1:ARID3B:MICALCL	3	KIRP:UCEC:BLCA
DDX6	SORL1	1	BRCA
CXCR5	PGS1	1	UCEC
CCDC84	SLC2A9	1	CESC
RPS25	MPZL2:HPX:PRSS2	3	UCEC:LIHC:PAAD
TRAPPC4	CBL	1	ESCA
SLC37A4	DDX6	1	CESC
HYOU1	SLC37A4	1	UCEC
HMBS	CBL	1	HNSC
H2AFX	WDR18	1	LAML
DPAGT1	HYOU1:HIPK3	2	LGG:MESO
C2CD2L	ZNF585B	1	LAML
HINFP	CBL	1	ESCA
NLRX1	SMAP2	1	SKCM
MCAM	ARHGEF12	1	PCPG
USP2	YAP1	1	ESCA
AP003393.1	ARHGEF12	1	LGG
NECTIN1	FNBP4	1	LUSC
DKK3	PDIA6	1	HNSC
TRIM29	UVRAG:GAREM1	2	OV
OAF	NPAT:SLC26A11	2	SARC:HNSC
AP001150.1	ACAD8	1	PRAD
POU2F3	ARHGEF12:DTD1	2	STAD:BRCA:LUAD
ARHGEF12	TANC2	1	SARC
GRIK4	BCL3:RTTN:UBASH3B:SIAE	4	CESC:ESCA:SKCM:UCEC
TBCEL	SORL1	1	OV
TECTA	SORL1:RAB39A:PATL1	3	OV:LUAD:BRCA:GBM
SC5D	CBL	1	STAD
SORL1	LUZP1:CADM1:MEF2D:NTM	4	LGG:PRAD:SARC
MICAL2	TEAD1	1	PRAD
MIR100HG	MN1	1	LGG
UBASH3B	MSL2	1	STAD
MICALCL	AC069360.1	1	BLCA
CRTAM	NFRKB	1	PAAD
HSPA8	GOLGA4	1	BRCA
CLMP	TMEM135	1	BRCA
GRAMD1B	MIR100HG:ETFA	2	KIRC:LUAD
VWA5A	RNF121:CBL	2	LUAD
SPA17	SC5D:CLSTN1	2	SARC:OV
PARVA	FAM168A:GALNT18:TEAD1	3	UCEC:SARC:BLCA
MSANTD2	SASH1	1	SARC
FEZ1	SBF2:DPP3	2	BRCA:LUAD
STT3A	CHEK1	1	UCS:STAD:THCA
MUC5B	DCAF6	1	STAD
CHEK1	TMEM135	1	BRCA
DDX25	FAM118B	1	BRCA
AP000842.2	ANO1	1	ESCA
CDON	YAP1	1	ESCA
FAM118B	ST3GAL4:SORL1	2	OV:LUAD
FOXRED1	TIRAP	1	STAD
TIRAP	DCPS	1	SKCM
DCPS	CDON	1	UCEC
ST3GAL4	CC2D1A	1	UCEC
KIRREL3	CTTN:MLLT6:PGBD2:UVRAG	4	ESCA:BRCA
AP003481.1	PMEPA1:SNX19	2	LUAD:UCEC
TEAD1	TTC3:ARNTL:UBAP2	3	OV:HNSC:BRCA
TOLLIP	TMEM80:AP2A2:FOXK2:HIPK3	4	OV:SKCM:BRCA
AP001995.1	ST14	1	PRAD
AP001122.1	CTR9:ST14	2	PRAD
FLI1	ETS1	1	OV:ESCA
KCNJ5	APLP2	1	BRCA
ARHGAP32	PPFIA1:YWHAB	2	BRCA
BARX2	ST14	1	BRCA:OV
LINC01395	ARHGAP32:TMEM45B	2	LUSC:STAD
TMEM45B	FRMD4A:ST14	2	OV:STAD
NFRKB	AL117355.1	1	ESCA
PRDM10	ARHGAP32	1	PRAD
APLP2	ST14	1	UCEC
ST14	RNF216	1	BRCA
ZBTB44	PRDM10:SERPINH1	2	STAD:SARC
AP002986.1	ARHGAP32	1	HNSC
AP003025.1	ARHGAP32	1	BRCA
NTM	AP003031.2:ATG5:ARHGAP32	3	BRCA:LUSC:ESCA
AP000844.1	TTC6	1	BRCA
OPCML	CUL5:APLP2:IGSF9B	3	PRAD:ESCA:SARC
AP001979.2	UBE2G2	1	BLCA
ARNTL	SETBP1	1	UCEC
BTBD10	SOX6	1	KICH
VPS26B	LRP5	1	LUAD
AP005135.1	SLC4A8:NDE1:RAI1:AKAP10:SSH2:PARD6G:EDEM2:AFAP1:DST:SH3BGRL2:TG:SCAI:ATRX:AC020909.1	14	LGG:BRCA:SKCM:OV:LUAD:BLCA:THCA:LUSC
FAR1	SPON1:FLYWCH1	2	OV:LUAD
AC027779.1	SBF2:TEAD1:SPON1:TYR:SETD5	5	SARC:STAD:LUAD:LGG:BRCA
AC027779.3	SPON1:BBOX1-AS1:NAT10	3	LUAD:OV:LUSC:SKCM
AC022240.1	ERG:BAK1	2	PRAD:OV
SPON1	PARVA:PDE3B	2	UCEC:ESCA
SPON1-AS1	SPON1	1	OV
BRSK2	TBC1D14	1	LUAD
COPB1	CHRDL2	1	BRCA
PSMA1	GTF2H1:MAP2K2:COPB1:ATAD5:KCNQ1	5	LUSC:OV:LGG:BRCA:SKCM:READ
MOB2	TOLLIP	1	SKCM
PDE3B	ZNF212	1	SKCM
CYP2R1	ANO1	1	BRCA
INSC	UBE4A:TEAD1:GLB1	3	READ:SARC:LGG
AC073172.1	PARVA	1	SARC
DUSP8	KCNQ1	1	ACC
AC087379.2	ARNTL:LDHA:CKAP5	3	UCEC:PRAD:OV
AC087379.1	PSMA1	1	UCEC
AC009869.1	HMGN3	1	LUAD
KRTAP5-AS1	DENND5A	1	BRCA
SOX6	UVRAG	1	KIRC
C11orf58	NSD1	1	LUSC
PLEKHA7	BMS1:SPON1	2	BRCA:UCEC
NUCB2	RAB3IP	1	SARC
SERGEF	PLEKHA7:MYO18A:PSMA1	3	BLCA:OV:BRCA:SKCM
TPH1	AP003108.2	1	SARC
MRGPRX3	SBF2	1	SKCM
AC090099.4	PIK3C2A	1	BRCA
SYT8	LSP1	1	ACC
HPS5	GTF2H1	1	BRCA
GTF2H1	USP22:TNPO1	2	PCPG:BRCA
TNNI2	RPLP1	1	BLCA
AC084117.1	B2M	1	KIRC
LDHC	SCUBE2	1	BLCA
TSG101	MBOAT1:SERGEF	2	BLCA:OV
UEVLD	EIF3M	1	SARC
AC069287.3	TG	1	THCA
SPTY2D1	TNRC6B	1	UCEC
IGSF22	C7orf55-LUC7L2	1	SKCM
LSP1	TSSC4:KCNQ1	2	UCEC:SKCM:UCS
E2F8	GALNT18	1	COAD
SCGB1C1	MKL1	1	LUAD
NAV2	PDXDC1:FNBP1L:MYH9:MOV10L1	4	LUSC:BRCA
PRMT3	SBF2:UEVLD	2	LUSC:SARC
IGF2	HOXB3:PNPLA2:EEF1D	3	OV
TH	GALNT18:SLC16A1	2	PCPG:OV
ANO5	GALNT18:HPS5:CDK4	3	OV:BRCA:SARC
GAS2	EMSY:QSER1	2	LUAD:BRCA
TSPAN32	KCNQ1	1	BRCA:OV
AC090092.1	PANX1	1	BRCA
SIRT3	SPON1	1	LGG
CD81	TSSC4:KCNQ1	2	LIHC:COAD
TRPM5	TUBB3	1	PRAD
PSMD13	TRABD2B:PKP3:AP2A2:IFITM1	4	UCS:STAD:LUSC:OV
LUZP2	CELF1	1	BRCA
AC090592.1	C2CD3:ABI1	2	BRCA:SKCM
KCNQ1	SLC22A18:CDK2AP1:NCOR2:FOXN3	4	READ:OV:STAD:PRAD
ANO3	SBF2:SMG1	2	ESCA:BRCA
BBOX1-AS1	MAPKAPK5	1	BRCA
BBOX1	USP4:BTBD1:TEAD1:PPFIA1:CELF1	5	LGG:CESC:LUAD:SARC
CCDC34	BBOX1-AS1	1	OV
BDNF-AS	DDIAS:E2F8	2	BRCA:SKCM
BDNF	EHF	1	ESCA
METTL15	SLC1A3:KCNQ1	2	BRCA:HNSC
KCNQ1-AS1	AP2A2:HPS5	2	LUAD:BLCA
SLC22A18	ZKSCAN1	1	ESCA
AC090833.1	ELP4:AL136366.1	2	BRCA:LGG
AC090124.1	KIAA1549L:TSPAN18:FTO	3	SKCM:LUSC:ACC
AC107973.1	TEAD1	1	SARC
CARS	CAMSAP2:CD81-AS1:ATP11B:NAP1L4	4	LUSC:SARC:PRAD:BRCA
AC124657.1	SHANK2:CRKL	2	BRCA:BLCA
ARL14EP	NAV2	1	SKCM
MPPED2	APBB2	1	OV
AL136088.1	EIF3M	1	LUSC
IFITM2	IGF2BP2:PTDSS2	2	UCS:LIHC
OSBPL5	CARS:NAP1L4	2	LUSC:ESCA:LUAD
DCDC1	EPS8L2	1	LUAD
IFITM1	IGF2BP2	1	UCS
IMMP1L	ZNF169:DNAJC24:CELF1	3	ESCA:KIRC:STAD:BRCA
ELP4	IMMP1L:HNRNPUL2:GSTP1:LDLRAD3:RCN1:PRR5L:ATG13:SHANK2:PTPRM	9	BRCA:STAD:BLCA:LUAD:COAD
AC131571.1	NAV2:EHF	2	CHOL:BRCA
IFITM3	ITGB4	1	STAD
AL078612.2	HIPK3	1	BRCA
MRGPRE	OSBPL5	1	STAD
AC136475.1	PKP3:PTDSS2	2	BRCA:UCEC
WT1	HSD17B12	1	KICH
WT1-AS	PARN	1	LIHC
EIF3M	PRRG4:TCP11L1:PDHX	3	CESC:BRCA:OV
QSER1	TRIM44:KIAA1328:KDF1	3	STAD:LUAD:BRCA
AC136475.5	PTDSS2	1	UCEC
DEPDC7	LDLRAD3	1	SARC
TCP11L1	MTMR2	1	PRAD
CSTF3	GRB10:JAK2:EIF3M:USP20	4	OV:LUAD:LAML
HIPK3	KIF16B:RPL7L1	2	BRCA:MESO
KIAA1549L	RAB18:MOB2:KLHL22	3	SKCM:SARC:HNSC
AL049629.1	NUCB2	1	LGG
C11orf91	COMMD9	1	SKCM
FBXO3	CD59:NCOR1	2	BLCA:BRCA
AC113192.4	AZIN1	1	OV
AC113192.2	CAPRIN1:RASSF8	2	LUSC:LGG
CAPRIN1	ZFPM1:ARFRP1:CD44:NAT10	4	STAD:OV:UCS:BRCA
ABTB2	AASDHPPT	1	LIHC
CAT	HIPK3:AMBRA1:PC:TLK1:CD44:ELF5:EHF	7	LUAD:STAD:LIHC:BRCA
ELF5	PDHX	1	BRCA
AL137224.1	ELF5	1	BLCA
EHF	NAV2:PDHX:CD83	3	BRCA:READ:SARC
APIP	ABTB2:ELK3	2	OV:STAD:BRCA
PDHX	CD44:KDM6A:MED26	3	BLCA:BRCA:STAD:HNSC:SKCM
CD44	TRIM44:LDLRAD3:FUBP1	3	SKCM:BRCA:ESCA
CD44-AS1	DENND5A	1	BRCA
SLC1A2	APIP:WT1-AS:LINC01481	3	CESC:BRCA:STAD
TRIM44	LDLRAD3:CAPRIN1:CAT:PAMR1	4	LUAD:SKCM:STAD
AC090692.1	CD44	1	HNSC
LDLRAD3	FNDC3B:FCHSD2:BICD1	3	BRCA:CESC:OV
COMMD9	CAPRIN1	1	BRCA
AC087277.1	NAT10	1	LUAD
ART1	DDX5	1	BRCA
NUP98	CARS:MDFIC:STIM1:NSD1	4	THCA:ESCA:LUAD:LAML
B4GALNT4	KCNQ1:ARHGEF1	2	UCS:BRCA
PGAP2	STIM1	1	STAD:SKCM
RHOG	OSBPL5:NUP98	2	BRCA:ESCA:CESC
AC090587.1	RHOG	1	LIHC
STIM1	YAP1:KCNQ1:RHOG:RRM1	4	BRCA:ESCA:OV
LRRC4C	RASGRP1:PACSIN3:PPFIA1	3	BRCA:LUAD:LUSC
RRM1	OR51E2:GOLGA4	2	PRAD:BLCA
AC021006.2	IL1R1:PLPP3	2	SARC:BRCA
LINC01499	MSL1	1	BRCA
ANO9	SIGIRR	1	BRCA
TTC17	EXT2:FBXL20	2	CESC:LUAD
AC068205.1	SPOP:HSD17B12:EXT2	3	BRCA:ESCA:HNSC
HSD17B12	TWSG1	1	OV
ALKBH3	PHF21A:DPYD:EXT2	3	LUAD:UCEC:SKCM
TRIM21	PLEKHA7:ZNF345	2	BLCA:BRCA
AC087521.1	ZNF326	1	BRCA
ACCS	PRDM11	1	BRCA
EXT2	TENM4:MDK:NPAS2:CD44	4	ESCA:OV:SARC
ALX4	EXT2	1	BRCA
CD82	TSPAN18:PPFIA1:TEAD4:DTNA	4	BRCA:UCEC:STAD:LGG
TSPAN18	CAMK1D:ATG13:DDX6:LAMA4:PRDM11	5	BRCA:LGG:SARC
TP53I11	HSD17B12	1	HNSC
PRDM11	LRP4	1	LGG
AC103681.2	TP53I11	1	BRCA
SYT13	ZC3H7A:CDC27	2	STAD
CHST1	PARD6G:GATAD2A:CCDC61	3	HNSC:ESCA:LGG
AC044839.1	ATG13:CRY2	2	BRCA:LIHC
LARGE2	CTNND1:HIPK3	2	LUSC
PTDSS2	RASSF7:PHRF1	2	BRCA:OV
AC024475.4	DGKZ:CREB3L1	2	OV:STAD
AC116021.2	CRY2:PHF21A	2	TGCT:OV
CREB3L1	UBAP2L	1	UCEC
DGKZ	AMBRA1:RPTOR	2	PRAD:STAD
AMBRA1	SYT13:PHF21A:ATG13	3	OV:STAD:LUSC
HARBI1	AC010768.2:AMBRA1	2	BRCA:UCEC:ACC:STAD:SKCM:TGCT
ATG13	MAML2:DDB2	2	LGG:ESCA
ARHGAP1	PHF21A:AMBRA1:PPP6R3	3	UCS:STAD:LUSC
F2	LPP:C11orf49	2	OV:LUAD
CKAP5	ARHGAP1:PHF21A:AMBRA1	3	STAD:LUSC:OV:BLCA
LRP4-AS1	C11orf49:RAB6A	2	BRCA:OV:ACC
LRP4	AMBRA1:ITGB4:NFIX	3	SKCM:BLCA:BRCA
C11orf49	SHANK2:SBF2:CRY2:PDHX	4	LUSC:LIHC:UCS:STAD
ARFGAP2	HMGA2	1	SARC
PACSIN3	NAV2:PHF21A	2	BRCA:LUAD
NR1H3	PRRC2B	1	LGG
MADD	MBNL2	1	SARC
SPI1	AMBRA1	1	PRAD
PSMC3	ST6GAL1	1	PRAD
CELF1	AMBRA1:LRP4	2	OV
KBTBD4	CELF1:CORO2A	2	STAD:PRAD
NDUFS3	GRK3	1	BRCA
MTCH2	CELF1:ARHGAP1:EHBP1L1	3	BRCA:STAD:LUSC
MMP26	KCNQ1	1	READ
FNBP4	CELF1:MTCH2:SDHAF2	3	ACC:BRCA:LUSC
NUP160	FNBP4	1	OV
PTPRJ	SOX6:MEN1	2	LGG:CESC
FOLH1	API5	1	LUSC
HBD	DENND4A	1	STAD
HBG2	ST5	1	MESO
HRAS	RNH1	1	HNSC
AC087380.1	PARVA:AP2A2	2	SARC:HNSC
LRRC56	PHRF1	1	BRCA:LUAD
AP006284.1	EPS8L2	1	OV
RASSF7	PHRF1	1	OV
AP001803.2	ZDHHC5:HOOK3:TTC9C	3	LUAD:BRCA:OV
TRIM22	AP2A2	1	HNSC
AP000781.1	ZFP91	1	UCS
SSRP1	XPO4:GANAB	2	STAD:OV
RTN4RL2	ZDHHC5	1	LUSC
TIMM10	CTNND1	1	BRCA
SMTNL1	CTNND1	1	LIHC
SERPING1	SNN:AL645922.1:ZDHHC5	3	STAD:LIHC:OV
ZDHHC5	ZBTB46:MEF2D:CTNND1	3	BRCA:GBM:BLCA:LUAD
TMX2	CTNND1	1	BRCA:HNSC:OV
SELENOH	CTNND1	1	UCEC
CTNND1	AL592043.1	1	STAD
AP004247.2	HSD17B12	1	PCPG
PHRF1	AP2A2:CD151:SNRPA1	3	KICH:STAD:BRCA
LPXN	ZFP91:CPT1A	2	BRCA:LUSC
GLYAT	FCHSD2	1	TGCT
GLYATL2	MARK2:C19orf12:ZFX	3	BRCA:OV:COAD
AP001652.1	MACROD1	1	LUSC
GLYATL1	FAM111B:TAF6L	2	BRCA
AP001636.3	CHODL	1	SKCM
FAM111B	DTX4	1	ESCA
DTX4	CTNND1:FCHSD2:MRPL48	3	PRAD:STAD:BRCA
OSBP	DOCK8	1	LUAD
AP000442.2	STX3	1	STAD
PATL1	TET3	1	PRAD
STX3	DDB1	1	HNSC
GIF	OSBP	1	ESCA
TCN1	MACROD1:PRMT3	2	HNSC:LUSC
MS4A3	ARNT2	1	KIRC
MS4A6A	CCDC91	1	LGG
MS4A4A	MIR4300HG:ZNF133:RPS27A	3	LGG:BRCA
MS4A5	FAM111B:PPFIA1	2	BRCA
MS4A12	FOXK2:NKAIN2:MELK	3	SKCM:LUSC:CESC
LINC00301	DAGLA:CUX1:RNF169:SCUBE1	4	OV:LUAD:SKCM
MS4A8	UVRAG	1	SARC
AP004243.1	STIP1:PACS1:CPT1A	3	LUSC:BRCA
MS4A15	FHOD3:STX3	2	HNSC:PRAD
CCDC86	NTM:TRIM44	2	LGG:PAAD
TMEM109	TP53I11:TKFC:TMPRSS2:TAF6L	4	LGG:OV:PRAD:BRCA
TMEM132A	LIPA	1	BLCA
SLC15A3	NFYC	1	BRCA
CD5	C11orf49	1	PRAD
VPS37C	RNF121:C2CD3:CMC1:CAPZA2	4	BRCA:READ:STAD
PGA3	PLCB3	1	BRCA
VWCE	TTLL11	1	OV
DDB1	PRPF19	1	BRCA
TKFC	DDB1	1	BRCA
TMEM216	GUK1	1	BRCA
CPSF7	DDB1:ASRGL1	2	ESCA:LIHC:UCEC
SDHAF2	FADS2:PRDM11	2	HNSC:ESCA
PPP1R32	MYRF	1	STAD
SYT7	FOSL1:SF1:SHANK2	3	SKCM:LUAD:READ
DAGLA	STARD10	1	ESCA
DKFZP434K028	PTP4A3	1	COAD
TMEM258	DDB1	1	BRCA
CDHR5	MTA2:SIGIRR	2	BRCA
FADS1	UBOX5	1	BRCA
FADS2	RNF121:SLC47A2	2	BRCA:LUSC
FADS3	SYT7:VPS37C	2	CHOL:BRCA
RAB3IL1	PRPF19	1	BRCA
FTH1	GGCT	1	LUSC
FAM160A2	ZNF195	1	OV
SCGB1D1	AAMDC	1	HNSC
AP003306.1	RBM14	1	ESCA
SCGB1D2	TMEM258	1	BLCA
SCGB1A1	TAF6L:FAM220A	2	STAD:SARC
AHNAK	ARHGAP32:SHANK2:UCP2:XPR1:SUN1:CPSF1:WDR37:VPS37C:KANSL1	9	BRCA:OV:ESCA:LIHC:STAD
AP002990.1	NCEH1	1	COAD
EEF1G	PDE3B:AHNAK:FADS1:ANXA11	4	PRAD:CESC:LUAD
TUT1	EEF1G:TTC9C:TBC1D8	3	CESC:OV:ESCA
B3GAT3	PLOD3	1	SKCM
GANAB	SNRPD2	1	LAML
INTS5	AHNAK:EML3:GANAB:ARAP1	4	BRCA:HNSC:THCA
SCT	KCNQ1:RNH1:HRAS	3	COAD:BRCA
AP001458.2	GANAB	1	ACC:HNSC
LBHD1	ATG2A	1	PRAD
UQCC3	FCHSD2	1	BRCA
UBXN1	MTA2	1	CESC
BSCL2	UBXN1:MSH5-SAPCD1:EEF1G:TUT1:LBHD1:RALGAPA2:CPSF7	7	ACC:BRCA:UCEC:LIHC:LGG:PCPG:OV
TTC9C	HNRNPUL2:RTN3	2	BRCA:KICH
POLR2G	SLC3A2	1	UCEC:HNSC
TMEM179B	TPCN2	1	LUSC
NXF1	AHNAK:EEF1G:SLC3A2	3	LUSC:STAD:BRCA:SKCM
STX5	MYRF:TMEM223:NXF1:BAD	4	SARC:BRCA:UCS:LIHC:LUAD
WDR74	UBXN1:NXF1:STX5	3	UCS:LUSC:UCEC:LUAD:KIRC:BRCA
SNHG1	STX5:WDR74:HNRNPUL2:FAR1	4	LUSC:BLCA:HNSC:LGG
SLC3A2	VPS37C	1	BRCA
CHRM1	EEF1G:TUT1:LRP5:FCHSD2:SYTL2	5	OV:STAD:BRCA
SLC22A6	STX5:LRP5:FCHSD2	3	BRCA:STAD:OV
SLC22A8	RNF121:ARAP1	2	LIHC:BLCA
SLC22A24	MYO18A	1	STAD
SLC22A10	CTNND1	1	CESC
SLC22A9	RTN3	1	STAD
HRASLS5	RTN3	1	LUAD
LGALS12	PRSS23	1	HNSC
RARRES3	DNAJC4:GPR137	2	UCS
HRASLS2	SMARCB1:SF1	2	PRAD:HNSC
PLA2G16	ALDH3B2:SNHG1	2	LUSC:BLCA
ATL3	EML3	1	UCEC
RTN3	NAA40:C11orf84:NFASC	3	BRCA:CESC:GBM
C11orf84	CAPRIN1:MARK2:FKBP2:RIC8B:PPP6C	5	LGG:BLCA:UCEC:LUAD:BRCA:OV:STAD:HNSC:GBM
MARK2	FRMD8:PPFIA1	2	STAD:BRCA
SMPD1	PLEKHA7	1	BRCA
DRD4	AP2A2	1	ACC:UCEC
COX8A	OTUB1:GDPD1:SCAMP4	3	ESCA:BRCA:ACC
OTUB1	MACROD1:UVRAG	2	PRAD:BRCA
AP006333.2	NUDT22	1	BRCA
AP000721.2	ASRGL1:SERINC3:MED27	3	GBM:UCS
APBB1	FAM160A2	1	LGG:OV
FLRT1	COQ6	1	LGG
AP006333.1	C2CD3	1	STAD
MACROD1	AC011447.3	1	UCEC
STIP1	AHNAK:ESRRA:FNBP4	3	LUAD:UVM:BRCA
FERMT3	TMEM223:NUDT22	2	STAD:LUSC
NUDT22	DNAJC4:FCHSD2	2	LUAD:OV
VEGFB	DSCAML1	1	KIRP
FKBP2	PLCB3:DPP3	2	SKCM:LUAD
AP001453.3	ATL3:CTTN	2	BLCA:BRCA
BAD	MACROD1:PLCB3:AGRN	3	SKCM:BRCA:CESC:HNSC
GPR137	IGHMBP2:USP32	2	UCEC:BRCA
KCNK4-TEX40	ESRRA:RPS6KA4	2	LIHC:SKCM
CATSPERZ	CCDC88B	1	LUSC
TRMT112	CSTB:SF3B2:CAPN5	3	LUSC:OV
AP003774.4	STIP1:HNRNPUL2-BSCL2:MACROD1:BAD:TPCN2	5	OV:BRCA:PAAD:STAD:LUAD
CCDC88B	AMOTL1	1	LGG
RPS6KA4	AHNAK	1	BRCA
DEAF1	RNH1:RPLP2:RASSF7:NR6A1:LRRC56	5	BRCA:UCEC:LGG:LUSC:BLCA:TGCT
NRXN2	MACROD1:DPY19L1:C11orf95:MIR4300HG	4	BLCA:BRCA:LGG:STAD:ESCA
SF1	WDR37:MACROD1:RNF121	3	LAML:BRCA
MEN1	LRP5:LRRC8A	2	BRCA:UCEC
EHD1	MACROD1:SF1	2	LGG:LUSC
ATG2A	EHD1:MS4A7	2	OV:BRCA
PPP2R5B	NUMA1	1	BRCA
MAJIN	SF1:SNX15:AP003108.2	3	OV:LGG:BRCA
