Gene stable ID	Gene name	number_of_domains
ENSG00000166025	AMOTL1	1
ENSG00000166033	HTRA1	4
ENSG00000166035	LIPC	2
ENSG00000166037	CEP57	2
ENSG00000166046	TCP11L2	1
ENSG00000166049	PASD1	0
ENSG00000166068	SPRED1	2
ENSG00000166069	TMCO5A	1
ENSG00000166073	GPR176	1
ENSG00000166086	JAM3	2
ENSG00000166090	IL25	1
ENSG00000166091	CMTM5	1
ENSG00000166105	GLB1L3	1
ENSG00000166106	ADAMTS15	6
ENSG00000166111	SVOP	2
ENSG00000166118	SPATA19	2
ENSG00000166123	GPT2	1
ENSG00000166126	AMN	2
ENSG00000166128	RAB8B	1
ENSG00000166130	IKBIP	0
ENSG00000166133	RPUSD2	1
ENSG00000166135	HIF1AN	1
ENSG00000166136	NDUFB8	1
ENSG00000166140	ZFYVE19	1
ENSG00000166143	PPP1R14D	1
ENSG00000166145	SPINT1	4
ENSG00000166147	FBN1	52
ENSG00000166148	AVPR1A	2
ENSG00000166152	C16orf78	1
ENSG00000166153	DEPDC4	1
ENSG00000166159	LRTM2	2
ENSG00000166160	OPN1MW2	1
ENSG00000166164	BRD7	2
ENSG00000166165	CKB	2
ENSG00000166166	TRMT61A	1
ENSG00000166167	BTRC	8
ENSG00000166169	POLL	4
ENSG00000166170	BAG5	4
ENSG00000166171	DPCD	1
ENSG00000166173	LARP6	2
ENSG00000166181	API5	2
ENSG00000166183	ASPG	2
ENSG00000166188	ZNF319	5
ENSG00000166189	HPS6	1
ENSG00000166192	SENP8	1
ENSG00000166197	NOLC1	1
ENSG00000166199	ALKBH3	1
ENSG00000166200	COPS2	1
ENSG00000166206	GABRB3	2
ENSG00000166211	SPIC	1
ENSG00000166220	TBATA	1
ENSG00000166224	SGPL1	1
ENSG00000166225	FRS2	1
ENSG00000166226	CCT2	1
ENSG00000166228	PCBD1	1
ENSG00000166233	ARIH1	2
ENSG00000166246	C16orf71	1
ENSG00000166250	CLMP	2
ENSG00000166257	SCN3B	1
ENSG00000166260	COX11	1
ENSG00000166261	ZNF202	6
ENSG00000166262	FAM227B	2
ENSG00000166263	STXBP4	2
ENSG00000166265	CYYR1	1
ENSG00000166266	CUL5	2
ENSG00000166268	MYRFL	4
ENSG00000166272	WBP1L	1
ENSG00000166275	BORCS7	1
ENSG00000166278	C2	4
ENSG00000166289	PLEKHF1	2
ENSG00000166292	TMEM100	1
ENSG00000166295	ANAPC16	0
ENSG00000166311	SMPD1	1
ENSG00000166313	APBB1	2
ENSG00000166317	SYNPO2L	1
ENSG00000166321	NUDT13	3
ENSG00000166323	C11orf65	0
ENSG00000166326	TRIM44	1
ENSG00000166329	CCDC182	1
ENSG00000166333	ILK	3
ENSG00000166337	TAF10	1
ENSG00000166340	TPP1	1
ENSG00000166341	DCHS1	23
ENSG00000166342	NETO1	3
ENSG00000166343	MSS51	1
ENSG00000166347	CYB5A	1
ENSG00000166348	USP54	1
ENSG00000166349	RAG1	4
ENSG00000166351	POTED	3
ENSG00000166352	C11orf74	0
ENSG00000166359	WDR88	6
ENSG00000166363	OR10A5	1
ENSG00000166368	OR2D2	1
ENSG00000166377	ATP9B	4
ENSG00000166387	PPFIBP2	3
ENSG00000166391	MOGAT2	1
ENSG00000166394	CYB5R2	2
ENSG00000166396	SERPINB7	1
ENSG00000166398	KIAA0355	1
ENSG00000166401	SERPINB8	1
ENSG00000166402	TUB	2
ENSG00000166405	RIC3	1
ENSG00000166407	LMO1	2
ENSG00000166411	IDH3A	2
ENSG00000166415	WDR72	2
ENSG00000166426	CRABP1	1
ENSG00000166428	PLD4	2
ENSG00000166432	ZMAT1	3
ENSG00000166435	XRRA1	0
ENSG00000166436	TRIM66	3
ENSG00000166439	RNF169	1
ENSG00000166441	RPL27A	1
ENSG00000166444	ST5	3
ENSG00000166446	CDYL2	2
ENSG00000166448	TMEM130	0
ENSG00000166450	PRTG	9
ENSG00000166451	CENPN	2
ENSG00000166452	AKIP1	0
ENSG00000166454	ATMIN	0
ENSG00000166455	C16orf46	1
ENSG00000166471	TMEM41B	1
ENSG00000166473	PKD1L2	3
ENSG00000166477	LEO1	1
ENSG00000166478	ZNF143	1
ENSG00000166479	TMX3	2
ENSG00000166482	MFAP4	1
ENSG00000166483	WEE1	1
ENSG00000166484	MAPK7	1
ENSG00000166501	PRKCB	5
ENSG00000166503	AC024270.1	1
ENSG00000166507	NDST2	2
ENSG00000166508	MCM7	3
ENSG00000166509	CLEC3A	1
ENSG00000166510	CCDC68	0
ENSG00000166523	CLEC4E	1
ENSG00000166526	ZNF3	6
ENSG00000166527	CLEC4D	1
ENSG00000166529	ZSCAN21	6
ENSG00000166532	RIMKLB	1
ENSG00000166535	A2ML1	6
ENSG00000166546	BEAN1	0
ENSG00000166548	TK2	1
ENSG00000166557	TMED3	1
ENSG00000166558	SLC38A8	1
ENSG00000166562	SEC11C	1
ENSG00000166569	CPLX4	1
ENSG00000166573	GALR1	1
ENSG00000166575	TMEM135	2
ENSG00000166578	IQCD	1
ENSG00000166579	NDEL1	1
ENSG00000166582	CENPV	1
ENSG00000166589	CDH16	4
ENSG00000166592	RRAD	1
ENSG00000166595	FAM96B	1
ENSG00000166596	CFAP52	5
ENSG00000166598	HSP90B1	2
ENSG00000166603	MC4R	1
ENSG00000166619	BLCAP	1
ENSG00000166634	SERPINB12	1
ENSG00000166664	CHRFAM7A	2
ENSG00000166669	ATF7IP2	2
ENSG00000166670	MMP10	6
ENSG00000166676	TVP23A	1
ENSG00000166681	BEX3	1
ENSG00000166682	TMPRSS5	2
ENSG00000166685	COG1	1
ENSG00000166689	PLEKHA7	1
ENSG00000166704	ZNF606	7
ENSG00000166707	ZCCHC18	1
ENSG00000166710	B2M	1
ENSG00000166716	ZNF592	1
ENSG00000166734	CASC4	0
ENSG00000166736	HTR3A	3
ENSG00000166741	NNMT	1
ENSG00000166743	ACSM1	3
ENSG00000166747	AP1G1	2
ENSG00000166750	SLFN5	2
ENSG00000166762	CATSPER2	1
ENSG00000166780	C16orf45	1
ENSG00000166783	MARF1	7
ENSG00000166788	SAAL1	0
ENSG00000166793	YPEL4	1
ENSG00000166794	PPIB	1
ENSG00000166796	LDHC	2
ENSG00000166797	FAM96A	1
ENSG00000166800	LDHAL6A	2
ENSG00000166801	FAM111A	1
ENSG00000166803	PCLAF	1
ENSG00000166813	KIF7	1
ENSG00000166816	LDHD	2
ENSG00000166819	PLIN1	1
ENSG00000166821	PEX11A	2
ENSG00000166822	TMEM170A	2
ENSG00000166823	MESP1	1
ENSG00000166825	ANPEP	2
ENSG00000166828	SCNN1G	1
ENSG00000166831	RBPMS2	1
ENSG00000166833	NAV2	1
ENSG00000166839	ANKDD1A	5
ENSG00000166840	GLYATL1	2
ENSG00000166845	C18orf54	2
ENSG00000166847	DCTN5	1
ENSG00000166848	TERF2IP	3
ENSG00000166851	PLK1	3
ENSG00000166855	CLPX	2
ENSG00000166856	GPR182	1
ENSG00000166860	ZBTB39	1
ENSG00000166862	CACNG2	1
ENSG00000166863	TAC3	1
ENSG00000166866	MYO1A	4
ENSG00000166869	CHP2	2
ENSG00000166881	NEMP1	1
ENSG00000166884	OR4D6	1
ENSG00000166886	NAB2	2
ENSG00000166887	VPS39	3
ENSG00000166888	STAT6	5
ENSG00000166889	PATL1	1
ENSG00000166896	ATP23	1
ENSG00000166897	ELFN2	1
ENSG00000166900	STX3	2
ENSG00000166902	MRPL16	1
ENSG00000166908	PIP4K2C	1
ENSG00000166912	MTMR10	3
ENSG00000166913	YWHAB	1
ENSG00000166920	C15orf48	1
ENSG00000166922	SCG5	1
ENSG00000166923	GREM1	1
ENSG00000166924	NYAP1	2
ENSG00000166925	TSC22D4	1
ENSG00000166926	MS4A6E	1
ENSG00000166927	MS4A7	1
ENSG00000166928	MS4A14	1
ENSG00000166930	MS4A5	1
ENSG00000166938	DIS3L	3
ENSG00000166946	CCNDBP1	1
ENSG00000166947	EPB42	4
ENSG00000166948	TGM6	4
ENSG00000166949	SMAD3	2
ENSG00000166959	MS4A8	1
ENSG00000166960	CCDC178	0
ENSG00000166961	MS4A15	1
ENSG00000166963	MAP1A	0
ENSG00000166965	RCCD1	3
ENSG00000166971	AKTIP	1
ENSG00000166974	MAPRE2	2
ENSG00000166979	EVA1C	3
ENSG00000166984	TCP10L2	0
ENSG00000166986	MARS	3
ENSG00000166987	MBD6	0
ENSG00000166997	CNPY4	1
ENSG00000167004	PDIA3	3
ENSG00000167005	NUDT21	1
ENSG00000167011	NAT16	0
ENSG00000167014	TERB2	1
ENSG00000167034	NKX3-1	1
ENSG00000167037	SGSM1	2
ENSG00000167065	DUSP18	1
ENSG00000167074	TEF	1
ENSG00000167077	MEI1	0
ENSG00000167080	B4GALNT2	1
ENSG00000167081	PBX3	2
ENSG00000167083	GNGT2	1
ENSG00000167085	PHB	1
ENSG00000167088	SNRPD1	1
ENSG00000167094	TTC16	3
ENSG00000167098	SUN5	1
ENSG00000167100	SAMD14	1
ENSG00000167103	PIP5KL1	1
ENSG00000167104	BPIFB6	2
ENSG00000167105	TMEM92	1
ENSG00000167106	FAM102A	1
ENSG00000167107	ACSF2	2
ENSG00000167110	GOLGA2	1
ENSG00000167112	TRUB2	1
ENSG00000167113	COQ4	1
ENSG00000167114	SLC27A4	2
ENSG00000167118	URM1	1
ENSG00000167123	CERCAM	2
ENSG00000167130	DOLPP1	1
ENSG00000167131	CCDC103	2
ENSG00000167136	ENDOG	1
ENSG00000167139	TBC1D21	1
ENSG00000167157	PRRX2	2
ENSG00000167165	UGT1A6	1
ENSG00000167173	C15orf39	0
ENSG00000167178	ISLR2	2
ENSG00000167182	SP2	1
ENSG00000167183	PRR15L	1
ENSG00000167186	COQ7	1
ENSG00000167191	GPRC5B	1
ENSG00000167193	CRK	3
ENSG00000167194	C16orf92	0
ENSG00000167195	GOLGA6C	3
ENSG00000167196	FBXO22	2
ENSG00000167202	TBC1D2B	2
ENSG00000167207	NOD2	5
ENSG00000167208	SNX20	1
ENSG00000167210	LOXHD1	15
ENSG00000167216	KATNAL2	2
ENSG00000167220	HDHD2	2
ENSG00000167232	ZNF91	18
ENSG00000167244	IGF2	3
ENSG00000167257	RNF214	0
ENSG00000167258	CDK12	1
ENSG00000167261	DPEP2	1
ENSG00000167264	DUS2	2
ENSG00000167272	POP5	1
ENSG00000167280	ENGASE	1
ENSG00000167281	RBFOX3	3
ENSG00000167283	ATP5L	1
ENSG00000167286	CD3D	2
ENSG00000167291	TBC1D16	1
ENSG00000167302	TEPSIN	1
ENSG00000167306	MYO5B	8
ENSG00000167311	ART5	2
ENSG00000167315	ACAA2	2
ENSG00000167323	STIM1	2
ENSG00000167325	RRM1	3
ENSG00000167332	OR51E2	1
ENSG00000167333	TRIM68	4
ENSG00000167346	MMP26	1
ENSG00000167359	OR51I1	1
ENSG00000167360	OR51Q1	1
ENSG00000167363	FN3K	1
ENSG00000167371	PRRT2	1
ENSG00000167377	ZNF23	3
ENSG00000167378	IRGQ	0
ENSG00000167380	ZNF226	9
ENSG00000167384	ZNF180	9
ENSG00000167393	PPP2R3B	1
ENSG00000167394	ZNF668	5
ENSG00000167395	ZNF646	4
ENSG00000167397	VKORC1	1
ENSG00000167414	GNG8	1
ENSG00000167419	LPO	1
ENSG00000167434	CA4	1
ENSG00000167447	SMG8	1
ENSG00000167460	TPM4	1
ENSG00000167461	RAB8A	1
ENSG00000167468	GPX4	1
ENSG00000167470	MIDN	1
ENSG00000167476	JSRP1	1
ENSG00000167483	FAM129C	0
ENSG00000167487	KLHL26	7
ENSG00000167491	GATAD2A	2
ENSG00000167508	MVD	1
ENSG00000167513	CDT1	2
ENSG00000167515	TRAPPC2L	1
ENSG00000167522	ANKRD11	2
ENSG00000167523	SPATA33	1
ENSG00000167524	SGK494	1
ENSG00000167525	PROCA1	1
ENSG00000167526	RPL13	2
ENSG00000167528	ZNF641	1
ENSG00000167531	LALBA	1
ENSG00000167535	CACNB3	2
ENSG00000167536	DHRS13	1
ENSG00000167543	TP53I13	0
ENSG00000167548	KMT2D	7
ENSG00000167549	CORO6	5
ENSG00000167550	RHEBL1	1
ENSG00000167552	TUBA1A	2
ENSG00000167553	TUBA1C	2
ENSG00000167554	ZNF610	3
ENSG00000167555	ZNF528	8
ENSG00000167562	ZNF701	7
ENSG00000167565	SERTAD3	1
ENSG00000167566	NCKAP5L	1
ENSG00000167578	RAB4B	1
ENSG00000167580	AQP2	2
ENSG00000167588	GPD1	2
ENSG00000167595	PROSER3	0
ENSG00000167600	CYP2S1	1
ENSG00000167601	AXL	4
ENSG00000167604	NFKBID	2
ENSG00000167608	TMC4	1
ENSG00000167612	ANKRD33	1
ENSG00000167613	LAIR1	1
ENSG00000167614	TTYH1	1
ENSG00000167615	LENG8	1
ENSG00000167617	CDC42EP5	2
ENSG00000167618	LAIR2	1
ENSG00000167619	TMEM145	1
ENSG00000167625	ZNF526	4
ENSG00000167632	TRAPPC9	3
ENSG00000167633	KIR3DL1	3
ENSG00000167634	NLRP7	5
ENSG00000167635	ZNF146	5
ENSG00000167637	ZNF283	12
ENSG00000167641	PPP1R14A	2
ENSG00000167642	SPINT2	2
ENSG00000167644	C19orf33	1
ENSG00000167645	YIF1B	1
ENSG00000167646	DNAAF3	2
ENSG00000167653	PSCA	1
ENSG00000167654	ATCAY	2
ENSG00000167656	LY6D	1
ENSG00000167657	DAPK3	1
ENSG00000167658	EEF2	5
ENSG00000167664	TMIGD2	1
ENSG00000167670	CHAF1A	4
ENSG00000167671	UBXN6	2
ENSG00000167674	AC011498.1	2
ENSG00000167676	PLIN4	1
ENSG00000167680	SEMA6B	2
ENSG00000167685	ZNF444	2
ENSG00000167693	NXN	3
ENSG00000167695	FAM57A	2
ENSG00000167699	GLOD4	0
ENSG00000167700	MFSD3	1
ENSG00000167701	GPT	1
ENSG00000167702	KIFC2	1
ENSG00000167703	SLC43A2	1
ENSG00000167705	RILP	2
ENSG00000167711	SERPINF2	1
ENSG00000167716	WDR81	2
ENSG00000167720	SRR	1
ENSG00000167721	TSR1	2
ENSG00000167723	TRPV3	2
ENSG00000167733	HSD11B1L	1
ENSG00000167740	CYB5D2	1
ENSG00000167741	GGT6	3
ENSG00000167747	C19orf48	0
ENSG00000167748	KLK1	1
ENSG00000167749	KLK4	1
ENSG00000167751	KLK2	1
ENSG00000167754	KLK5	1
ENSG00000167755	KLK6	1
ENSG00000167757	KLK11	1
ENSG00000167759	KLK13	1
ENSG00000167766	ZNF83	8
ENSG00000167767	KRT80	1
ENSG00000167768	KRT1	3
ENSG00000167769	ACER1	1
ENSG00000167770	OTUB1	1
ENSG00000167771	RCOR2	2
ENSG00000167772	ANGPTL4	1
ENSG00000167774	AC010323.1	1
ENSG00000167775	CD320	2
ENSG00000167778	SPRYD3	2
ENSG00000167779	IGFBP6	2
ENSG00000167780	SOAT2	1
ENSG00000167785	ZNF558	9
ENSG00000167791	CABP2	2
ENSG00000167792	NDUFV1	3
ENSG00000167797	CDK2AP2	1
ENSG00000167799	NUDT8	1
ENSG00000167800	TBX10	1
ENSG00000167807	AC011511.1	1
ENSG00000167815	PRDX2	2
ENSG00000167822	OR8J3	1
ENSG00000167825	OR5I1	1
ENSG00000167840	ZNF232	4
ENSG00000167842	MIS12	1
ENSG00000167850	CD300C	1
ENSG00000167851	CD300A	2
ENSG00000167858	TEKT1	1
ENSG00000167861	HID1	1
ENSG00000167862	MRPL58	1
ENSG00000167863	ATP5H	2
ENSG00000167874	TMEM88	0
ENSG00000167880	EVPL	4
ENSG00000167881	SRP68	1
ENSG00000167889	MGAT5B	1
ENSG00000167895	TMC8	1
ENSG00000167900	TK1	1
ENSG00000167904	TMEM68	1
ENSG00000167910	CYP7A1	1
ENSG00000167914	GSDMA	1
ENSG00000167916	KRT24	1
ENSG00000167920	TMEM99	0
ENSG00000167925	GHDC	1
ENSG00000167930	FAM234A	0
ENSG00000167941	SOST	1
ENSG00000167945	PRR25	0
ENSG00000167962	ZNF598	0
ENSG00000167964	RAB26	1
ENSG00000167965	MLST8	5
ENSG00000167967	E4F1	4
ENSG00000167968	DNASE1L2	1
ENSG00000167969	ECI1	1
ENSG00000167971	CASKIN1	9
ENSG00000167972	ABCA3	4
ENSG00000167977	KCTD5	1
ENSG00000167978	SRRM2	1
ENSG00000167981	ZNF597	2
ENSG00000167984	NLRC3	13
ENSG00000167985	SDHAF2	1
ENSG00000167986	DDB1	2
ENSG00000167987	VPS37C	1
ENSG00000167992	VWCE	7
ENSG00000167994	RAB3IL1	1
ENSG00000167995	BEST1	1
ENSG00000167996	FTH1	1
ENSG00000168000	BSCL2	1
ENSG00000168002	POLR2G	2
ENSG00000168003	SLC3A2	2
ENSG00000168004	HRASLS5	1
ENSG00000168005	C11orf84	0
ENSG00000168010	ATG16L2	5
ENSG00000168014	C2CD3	3
ENSG00000168016	TRANK1	0
ENSG00000168026	TTC21A	4
ENSG00000168028	RPSA	3
ENSG00000168032	ENTPD3	1
ENSG00000168036	CTNNB1	4
ENSG00000168038	ULK4	1
ENSG00000168040	FADD	2
ENSG00000168056	LTBP3	16
ENSG00000168060	NAALADL1	3
ENSG00000168061	SAC3D1	1
ENSG00000168062	BATF2	1
ENSG00000168065	SLC22A11	1
ENSG00000168066	SF1	3
ENSG00000168067	MAP4K2	2
ENSG00000168070	MAJIN	2
ENSG00000168071	CCDC88B	1
ENSG00000168077	SCARA3	3
ENSG00000168078	PBK	1
ENSG00000168079	SCARA5	3
ENSG00000168081	PNOC	1
ENSG00000168090	COPS6	2
ENSG00000168092	PAFAH1B2	1
ENSG00000168096	ANKS3	3
ENSG00000168101	NUDT16L1	0
ENSG00000168116	KIAA1586	0
ENSG00000168118	RAB4A	1
ENSG00000168124	OR1F1	1
ENSG00000168131	OR2B2	1
ENSG00000168135	KCNJ4	1
ENSG00000168137	SETD5	1
ENSG00000168140	VASN	3
ENSG00000168143	FAM83B	1
ENSG00000168148	HIST3H3	1
ENSG00000168152	THAP9	2
ENSG00000168158	OR2C1	1
ENSG00000168159	RNF187	1
ENSG00000168172	HOOK3	1
ENSG00000168175	MAPK1IP1L	1
ENSG00000168209	DDIT4	1
ENSG00000168214	RBPJ	2
ENSG00000168216	LMBRD1	1
ENSG00000168228	ZCCHC4	2
ENSG00000168229	PTGDR	1
ENSG00000168234	TTC39C	1
ENSG00000168237	GLYCTK	2
ENSG00000168243	GNG4	1
ENSG00000168246	UBTD2	2
ENSG00000168255	POLR2J3	1
ENSG00000168256	NKIRAS2	2
ENSG00000168259	DNAJC7	5
ENSG00000168263	KCNV2	2
ENSG00000168264	IRF2BP2	1
ENSG00000168267	PTF1A	1
ENSG00000168268	NT5DC2	1
ENSG00000168269	FOXI1	1
ENSG00000168273	SMIM4	1
ENSG00000168275	COA6	1
ENSG00000168280	KIF5C	1
ENSG00000168282	MGAT2	1
ENSG00000168283	BMI1	2
ENSG00000168286	THAP11	1
ENSG00000168288	MMADHC	2
ENSG00000168291	PDHB	3
ENSG00000168297	PXK	3
ENSG00000168298	HIST1H1E	1
ENSG00000168300	PCMTD1	1
ENSG00000168301	KCTD6	1
ENSG00000168303	MPLKIP	1
ENSG00000168306	ACOX2	3
ENSG00000168309	FAM107A	1
ENSG00000168310	IRF2	1
ENSG00000168314	MOBP	1
ENSG00000168329	CX3CR1	1
ENSG00000168333	C8orf22	1
ENSG00000168334	XIRP1	9
ENSG00000168348	INSM2	2
ENSG00000168350	DEGS2	2
ENSG00000168356	SCN11A	5
ENSG00000168374	ARF4	1
ENSG00000168385	SEPT2	1
ENSG00000168386	FILIP1L	1
ENSG00000168389	MFSD2A	1
ENSG00000168393	DTYMK	2
ENSG00000168394	TAP1	2
ENSG00000168395	ING5	1
ENSG00000168397	ATG4B	2
ENSG00000168398	BDKRB2	1
ENSG00000168404	MLKL	1
ENSG00000168411	RFWD3	1
ENSG00000168412	MTNR1A	1
ENSG00000168418	KCNG4	2
ENSG00000168421	RHOH	1
ENSG00000168427	KLHL30	3
ENSG00000168434	COG7	1
ENSG00000168438	CDC40	5
ENSG00000168439	STIP1	5
ENSG00000168447	SCNN1B	2
ENSG00000168453	HR	1
ENSG00000168454	TXNDC2	1
ENSG00000168461	RAB31	1
ENSG00000168476	REEP4	1
ENSG00000168477	TNXB	34
ENSG00000168481	LGI3	8
ENSG00000168484	SFTPC	2
ENSG00000168487	BMP1	8
ENSG00000168488	ATXN2L	3
ENSG00000168490	PHYHIP	0
ENSG00000168491	CCDC110	0
ENSG00000168495	POLR3D	1
ENSG00000168496	FEN1	2
ENSG00000168497	CAVIN2	1
ENSG00000168502	MTCL1	3
ENSG00000168505	GBX2	1
ENSG00000168509	HFE2	2
ENSG00000168515	SCGB1D1	1
ENSG00000168517	HEXIM2	1
ENSG00000168522	FNTA	5
ENSG00000168528	SERINC2	1
ENSG00000168530	MYL1	1
ENSG00000168538	TRAPPC11	2
ENSG00000168539	CHRM1	1
ENSG00000168542	COL3A1	10
ENSG00000168546	GFRA2	3
ENSG00000168556	ING2	1
ENSG00000168564	CDKN2AIP	1
ENSG00000168566	SNRNP48	1
ENSG00000168569	TMEM223	1
ENSG00000168575	SLC20A2	1
ENSG00000168582	CRYGA	2
ENSG00000168589	DYNLRB2	1
ENSG00000168591	TMUB2	1
ENSG00000168594	ADAM29	4
ENSG00000168610	STAT3	4
ENSG00000168612	ZSWIM1	1
ENSG00000168615	ADAM9	4
ENSG00000168619	ADAM18	4
ENSG00000168621	GDNF	1
ENSG00000168631	DPCR1	0
ENSG00000168634	WFDC13	0
ENSG00000168646	AXIN2	4
ENSG00000168653	NDUFS5	1
ENSG00000168658	VWA3B	3
ENSG00000168661	ZNF30	8
ENSG00000168671	UGT3A2	1
ENSG00000168672	FAM84B	1
ENSG00000168675	LDLRAD4	1
ENSG00000168676	KCTD19	1
ENSG00000168679	SLC16A4	2
ENSG00000168685	IL7R	1
ENSG00000168701	TMEM208	1
ENSG00000168702	LRP1B	50
ENSG00000168703	WFDC12	1
ENSG00000168710	AHCYL1	2
ENSG00000168724	DNAJC21	2
ENSG00000168734	PKIG	1
ENSG00000168743	NPNT	4
ENSG00000168748	CA7	1
ENSG00000168754	FAM178B	1
ENSG00000168757	TSPY2	1
ENSG00000168758	SEMA4C	2
ENSG00000168763	CNNM3	1
ENSG00000168765	GSTM4	2
ENSG00000168769	TET2	1
ENSG00000168772	CXXC4	1
ENSG00000168778	TCTN2	1
ENSG00000168779	SHOX2	2
ENSG00000168781	PPIP5K1	1
ENSG00000168785	TSPAN5	1
ENSG00000168792	ABHD15	1
ENSG00000168795	ZBTB5	1
ENSG00000168802	CHTF8	1
ENSG00000168803	ADAL	2
ENSG00000168806	LCMT2	2
ENSG00000168807	SNTB2	1
ENSG00000168811	IL12A	1
ENSG00000168813	ZNF507	0
ENSG00000168818	STX18	1
ENSG00000168824	AC110814.1	2
ENSG00000168826	ZBTB49	6
ENSG00000168827	GFM1	5
ENSG00000168828	OR13J1	1
ENSG00000168830	HTR1E	1
ENSG00000168843	FSTL5	3
ENSG00000168872	DDX19A	2
ENSG00000168874	ATOH8	1
ENSG00000168875	SOX14	2
ENSG00000168876	ANKRD49	2
ENSG00000168878	SFTPB	4
ENSG00000168883	USP39	2
ENSG00000168884	TNIP2	1
ENSG00000168887	C2orf68	1
ENSG00000168890	TMEM150A	1
ENSG00000168894	RNF181	1
ENSG00000168899	VAMP5	1
ENSG00000168903	BTNL3	3
ENSG00000168904	LRRC28	2
ENSG00000168906	MAT2A	3
ENSG00000168907	PLA2G4F	2
ENSG00000168913	ENHO	0
ENSG00000168916	ZNF608	0
ENSG00000168917	SLC35G2	2
ENSG00000168918	INPP5D	2
ENSG00000168924	LETM1	1
ENSG00000168925	CTRB1	1
ENSG00000168928	CTRB2	1
ENSG00000168930	TRIM49	3
ENSG00000168936	TMEM129	1
ENSG00000168938	PPIC	1
ENSG00000168939	SPRY3	1
ENSG00000168944	CEP120	3
ENSG00000168952	STXBP6	2
ENSG00000168955	TM4SF20	1
ENSG00000168958	MFF	2
ENSG00000168959	GRM5	4
ENSG00000168961	LGALS9	2
ENSG00000168970	JMJD7-PLA2G4B	3
ENSG00000168993	CPLX1	2
ENSG00000168994	PXDC1	1
ENSG00000168995	SIGLEC7	2
ENSG00000169006	NTSR2	1
ENSG00000169016	E2F6	2
ENSG00000169018	FEM1B	3
ENSG00000169019	COMMD8	1
ENSG00000169020	ATP5I	1
ENSG00000169021	UQCRFS1	3
ENSG00000169026	MFSD7	1
ENSG00000169031	COL4A3	23
ENSG00000169032	MAP2K1	1
ENSG00000169035	KLK7	1
ENSG00000169045	HNRNPH1	4
ENSG00000169047	IRS1	2
ENSG00000169057	MECP2	1
ENSG00000169059	VCX3A	2
ENSG00000169062	UPF3A	1
ENSG00000169064	ZBBX	1
ENSG00000169067	ACTBL2	1
ENSG00000169071	ROR2	4
ENSG00000169083	AR	3
ENSG00000169084	DHRSX	1
ENSG00000169085	C8orf46	1
ENSG00000169087	HSPBAP1	1
ENSG00000169093	ASMTL	3
ENSG00000169100	SLC25A6	3
ENSG00000169105	CHST14	1
ENSG00000169116	PARM1	1
ENSG00000169118	CSNK1G1	3
ENSG00000169122	FAM110B	2
ENSG00000169126	ARMC4	2
ENSG00000169129	AFAP1L2	2
ENSG00000169131	ZNF354A	9
ENSG00000169136	ATF5	1
ENSG00000169139	UBE2V2	1
ENSG00000169154	GOT1L1	1
ENSG00000169155	ZBTB43	1
ENSG00000169169	CPT1C	2
ENSG00000169174	PCSK9	2
ENSG00000169180	XPO6	2
ENSG00000169181	GSG1L	1
ENSG00000169184	MN1	0
ENSG00000169188	APEX2	2
ENSG00000169189	NSMCE1	2
ENSG00000169193	CCDC126	1
ENSG00000169194	IL13	1
ENSG00000169203	NPIPB12	2
ENSG00000169208	OR10G3	1
ENSG00000169213	RAB3B	1
ENSG00000169214	OR6F1	1
ENSG00000169217	CD2BP2	1
ENSG00000169218	RSPO1	1
ENSG00000169220	RGS14	4
ENSG00000169221	TBC1D10B	1
ENSG00000169223	LMAN2	1
ENSG00000169224	GCSAML	1
ENSG00000169228	RAB24	1
ENSG00000169230	PRELID1	1
ENSG00000169231	THBS3	10
ENSG00000169239	CA5B	1
ENSG00000169241	SLC50A1	2
ENSG00000169242	EFNA1	1
ENSG00000169245	CXCL10	1
ENSG00000169246	NPIPB3	3
ENSG00000169247	SH3TC2	1
ENSG00000169248	CXCL11	1
ENSG00000169249	ZRSR2	3
ENSG00000169251	NMD3	1
ENSG00000169252	ADRB2	1
ENSG00000169255	B3GALNT1	1
ENSG00000169258	GPRIN1	1
ENSG00000169271	HSPB3	1
ENSG00000169282	KCNAB1	2
ENSG00000169288	MRPL1	1
ENSG00000169291	SHE	1
ENSG00000169297	NR0B1	5
ENSG00000169299	PGM2	4
ENSG00000169302	STK32A	1
ENSG00000169306	IL1RAPL1	2
ENSG00000169313	P2RY12	1
ENSG00000169314	C22orf15	1
ENSG00000169327	OR5AU1	1
ENSG00000169330	KIAA1024	1
ENSG00000169340	PDILT	3
ENSG00000169344	UMOD	4
ENSG00000169347	GP2	1
ENSG00000169359	SLC33A1	2
ENSG00000169371	SNUPN	1
ENSG00000169372	CRADD	2
ENSG00000169375	SIN3A	5
ENSG00000169379	ARL13B	1
ENSG00000169385	RNASE2	1
ENSG00000169393	ELSPBP1	4
ENSG00000169397	RNASE3	1
ENSG00000169398	PTK2	3
ENSG00000169402	RSPH10B2	10
ENSG00000169403	PTAFR	1
ENSG00000169410	PTPN9	2
ENSG00000169413	RNASE6	1
ENSG00000169418	NPR1	3
ENSG00000169427	KCNK9	2
ENSG00000169429	CXCL8	1
ENSG00000169432	SCN9A	6
ENSG00000169435	RASSF6	2
ENSG00000169436	COL22A1	14
ENSG00000169439	SDC2	1
ENSG00000169442	CD52	1
