Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
LGG,TM-A84J-01A,CWF19L1,HSPA12A,10,10,-1,-1,54,103,96,0.54,102027328,118466796,tier1,Out-of-frame,4468,NA,0.34793,100267571,116707285
LGG,TM-A84J-01A,EPHB2,NTRK1,1,1,1,1,129,71,62,0.13,23111569,156843425,tier1,In-frame,5677,NA,0.39024,22785076,156873633
LGG,TM-A84J-01A,LUZP1,SORL1,1,11,-1,1,6,13,12,0.28,23495259,121340716,tier1,5UTR-CDS,9692,NA,0.36311,23168766,121470007
LGG,TM-A84J-01A,MEF2D,SORL1,1,11,-1,1,7,9,7,0.67,156470278,121424646,tier1,5UTR-CDS,10239,NA,0.38214,156500486,121553937
LGG,TM-A84J-01A,NPTXR,PDXP,22,22,-1,1,31,28,25,0.41,39239240,38061562,tier1,NA,11708,NA,0.35156,38843235,37665555
LGG,TM-A84J-01A,PDGFB,DGCR2,22,22,-1,-1,363,244,227,0.014,39626089,19077003,tier1,In-frame,12526,NA,0.36928,39230084,19089490
LGG,TM-A84J-01A,SCD,SEC61A2,10,10,1,1,278,643,610,0.13,102116521,12191594,tier1,In-frame,15398,NA,NA,100356764,12149595
LGG,TM-A84J-01A,SORL1,LMNA,11,1,1,1,12,6,4,4.3,121367758,156104194,tier1,In-frame,16601,NA,NA,121497049,156134403
LGG,TM-A84J-01A,SORL1,RHBG,11,1,1,1,4,6,5,2.7,121367758,156352539,tier1,Out-of-frame,16602,NA,NA,121497049,156382748
LGG,TM-A84J-01A,ZBTB40,PRCC,1,1,1,1,36,25,22,0.2,22778497,156752074,tier1,5UTR-CDS,20111,NA,NA,22452004,156782282
LGG,TM-A84J-01A,ZNF239,SEC31B,10,10,-1,-1,164,120,102,0.11,44063347,102257037,tier1,5UTR-CDS,20412,NA,NA,43567899,100497280
LGG,TM-A84Q-01A,IKBKAP,CTNNAL1,9,9,-1,-1,15,1,1,0.15,111685122,111761536,tier3,In-frame,8138,NA,0.37094,108922842,108999256
LGG,TQ-A7RF-01A,DOCK3,C3orf54,3,3,1,1,3,8,8,0.089,50816189,49841614,tier1,Out-of-frame,5028,NA,NA,50778758,49804181
LGG,TQ-A7RF-01A,LAMA4,TSPAN18,6,11,-1,1,5,5,5,3.4,112496515,44927958,tier1,CDS-5UTR,9193,NA,0.37145,112175313,44906407
LGG,TQ-A7RH-01A,CNOT2,SLCO1A2,12,12,1,-1,3,1,1,0.031,70672054,21445270,tier3,In-frame,3934,NA,0.35368,70278274,21292336
LGG,TQ-A7RH-01A,DOCK10,IL1RN,2,2,-1,1,7,7,7,0.14,225796266,113885266,tier1,Out-of-frame,5027,NA,0.37035,224931549,113127689
LGG,TQ-A7RH-01A,RAB3IP,GYS2,12,12,1,-1,10,9,8,0.088,70132811,21733457,tier4,5UTR-CDS,14100,NA,NA,69739031,21580523
LGG,TQ-A7RH-01A,SUN2,GTPBP1,22,22,-1,1,4,2,2,0.21,39146230,39111912,tier4,In-frame,17184,NA,NA,38750225,38715907
LGG,TQ-A7RJ-01A,TAOK1,C17orf105,17,17,1,1,39,23,21,0.14,27838010,41861751,tier1,CDS-3UTR,17394,NA,NA,29510992,43784383
LGG,TQ-A7RK-01A,IFT80,RARRES1,3,3,-1,-1,13,25,25,1,160093600,158422716,tier1,In-frame,8079,non-validated,0.35359,160375812,158704927
LGG,TQ-A7RK-02A,IFT80,RARRES1,3,3,-1,-1,12,18,17,1,160093600,158422716,tier1,In-frame,8080,non-validated,0.35359,160375812,158704927
LGG,TQ-A7RK-02B,DTNA,CD82,18,11,1,1,10,5,5,0.53,32346005,44609025,tier1,CDS-5UTR,5156,non-validated,0.37575,34766041,44587475
LGG,TQ-A7RK-02B,SLC35B3,GSTA5,6,6,-1,-1,4,5,5,0.93,8428170,52699080,tier1,In-frame,16158,non-validated,NA,8427937,52834282
LGG,TQ-A7RM-01A,FAM40B,CTTNBP2,7,7,1,-1,2,3,1,0.31,129100213,117451043,tier2,In-frame,6175,NA,0.3598,129460372,117810989
LGG,TQ-A7RM-01A,PCGF3,NPTXR,4,22,1,-1,72,25,22,1.2,724899,39224517,tier1,NA,12398,NA,0.35397,731110,38828512
LGG,TQ-A7RM-01A,RCBTB2,B3GALT1,13,2,-1,1,2,5,5,0.071,49085906,168725321,tier2,CDS-5UTR,14502,NA,NA,48511770,167868811
LGG,TQ-A7RM-01A,RGMB,CCDC112,5,5,1,-1,129,84,74,0.42,98109910,114620605,tier1,Out-of-frame,14632,NA,NA,98774206,115284908
LGG,TQ-A7RM-01A,STK39,C9orf5,2,9,-1,-1,6,4,4,0.31,168931492,111870850,tier1,In-frame,17086,NA,NA,168074982,109108570
LGG,TQ-A7RP-01A,ARHGAP23,CCL18,17,17,1,1,4,2,2,1,36623572,34397807,tier1,In-frame,1232,NA,0.37502,38467331,36070447
LGG,TQ-A7RP-01A,HDAC5,MYO18A,17,17,-1,-1,12,3,2,0.01,42194862,27494039,tier1,CDS-5UTR,7625,NA,0.37619,44117494,29167021
LGG,TQ-A7RS-01A,PRKCH,MNAT1,14,14,1,1,10,7,6,0.34,61789182,61434947,tier1,Out-of-frame,13558,NA,0.39046,61322464,60968229
LGG,TQ-A7RU-01A,TNR,RFWD2,1,1,-1,-1,3,8,8,0.58,175497405,175958615,tier1,5UTR-CDS,18372,NA,NA,175528269,175989479
LGG,TQ-A7RV-01A,ABI1,PTP4A3,10,8,-1,1,11,8,5,0.86,27112067,142431488,tier1,CDS-5UTR,100,non-validated,0.37364,26823138,141421388
LGG,TQ-A7RV-01A,KIAA1429,SYBU,8,8,-1,-1,9,7,7,0.8,95547067,110631268,tier1,In-frame,8867,validated,0.32665,94534839,109619039
LGG,TQ-A7RV-01A,MLLT10,WAC,10,10,1,1,8,10,10,0.7,21906136,28824491,tier1,CDS-5UTR,10512,non-validated,0.36642,21617207,28535562
LGG,TQ-A7RV-01A,STIM1,ANO9,11,11,1,-1,2,2,2,0.1,4045217,434098,tier3,Out-of-frame,17033,non-validated,NA,4023987,434098
LGG,TQ-A7RV-02A,ABI1,PTP4A3,10,8,-1,1,11,8,8,0.86,27112067,142431488,tier1,CDS-5UTR,101,non-validated,0.37364,26823138,141421388
LGG,TQ-A7RV-02A,KIAA1429,SYBU,8,8,-1,-1,5,9,9,0.8,95547067,110631268,tier1,In-frame,8868,validated,0.32665,94534839,109619039
LGG,TQ-A7RV-02A,MLLT10,WAC,10,10,1,1,11,3,2,0.7,21906136,28824491,tier1,CDS-5UTR,10513,non-validated,0.36642,21617207,28535562
LGG,TQ-A7RW-01A,BAP1,DNAH1,3,3,-1,1,32,28,26,0.004,52439781,52378506,tier1,Out-of-frame,1922,NA,0.34996,52405765,52344490
LGG,TQ-A7RW-01A,GPHN,PRKD1,14,14,1,-1,2,1,1,2,67147903,30135414,tier3,Out-of-frame,7339,NA,0.38645,66681185,29666208
LGG,TQ-A7RW-01A,RGMA,ADAMTSL3,15,15,-1,1,3,5,5,0.24,93632148,84581844,tier1,In-frame,14630,NA,NA,93088919,83913092
LGG,TQ-A7RW-01A,UBAP1,ADAMTSL1,9,9,1,1,4,5,5,0.068,34234338,18504827,tier1,In-frame,19037,NA,NA,34234340,18504829
LGG,TQ-A8XE-01A,TRAPPC2,ATP2B3,X,X,-1,1,14,42,39,0.2,13737990,152845436,tier1,Out-of-frame,18572,non-validated,NA,13719871,153579978
LGG,TQ-A8XE-02A,IDS,PHACTR1,X,6,-1,1,3,3,3,0.37,148577877,13160436,tier1,Out-of-frame,8054,non-validated,0.34901,149496346,13160204
LGG,TQ-A8XE-02A,KIAA1217,FBXO18,10,10,1,1,6,2,2,0.024,23984163,5948000,tier1,5UTR-CDS,8835,non-validated,0.35888,23695234,5906037
LGG,TQ-A8XE-02A,TRAPPC2,ATP2B3,X,X,-1,1,8,31,30,0.2,13737990,152845436,tier1,Out-of-frame,18573,non-validated,NA,13719871,153579978
LGG,VM-A8C8-01A,MLLT3,TYRP1,9,9,-1,1,10,12,12,0.016,20456702,12693912,tier1,CDS-5UTR,10520,NA,0.36401,20456704,12693912
LGG,VM-A8CD-01A,ARHGEF10L,PADI4,1,1,1,1,19,3,3,1.3,17965184,17664533,tier1,Out-of-frame,1286,NA,0.35398,17638689,17338038
LGG,VM-A8CD-01A,EYA2,LHX2,20,9,1,1,12,7,6,0.066,45644936,126776240,tier1,Out-of-frame,5942,NA,0.37288,47016297,124013961
LGG,VM-A8CD-01A,SEC24A,KCNK7,5,11,1,-1,118,74,66,0.1,133984863,65361345,tier1,In-frame,15514,NA,NA,134649173,65593874
LGG,VM-A8CD-01A,SPEN,TTC34,1,1,1,-1,12,16,16,0.09,16203173,2577002,tier1,Out-of-frame,16720,NA,NA,15876678,2645563
LGG,VV-A86M-01A,KDM5C,MAGT1,X,X,-1,-1,3,3,2,0.25,53222619,77086392,tier1,Out-of-frame,8701,NA,0.32936,53193437,77830895
LGG,VW-A8FI-01A,AC011357.1,DPYSL3,5,5,-1,-1,37,17,14,0.19,146257565,146804526,tier1,Out-of-frame,163,NA,0.3476,146878002,147424963
LGG,WH-A86K-01A,MICA,NCR3,6,6,1,-1,13,4,4,0.3,31371479,31557903,tier1,In-frame,10339,NA,0.35353,31403702,31590126
LGG,WY-A859-01A,C12orf51,CRY1,12,12,-1,-1,17,7,6,1.8,112819756,107415970,tier1,5UTR-CDS,2434,NA,NA,112381952,107022192
LGG,WY-A859-01A,SMAD5,COL5A1,5,9,1,1,2,8,7,2.1,135468651,137591755,tier2,5UTR-CDS,16349,NA,NA,136132962,134699909
LGG,WY-A859-01A,TNRC6B,TMEM184B,22,22,1,-1,38,11,11,0.19,40552186,38644025,tier1,CDS-5UTR,18398,NA,NA,40156182,38248019
LGG,WY-A859-01A,WDR37,PCDH12,10,5,1,-1,10,7,6,0.088,1151207,141337810,tier1,NA,19773,NA,NA,1105267,141958245
LGG,WY-A859-01A,WHSC1,QKI,4,6,1,1,2,4,3,0.24,1959763,163876311,tier3,Out-of-frame,19835,NA,NA,1958036,163455279
LGG,WY-A85A-01A,SCARB1,RIMBP2,12,12,-1,-1,4,2,1,2.5,125270903,131002462,tier2,CDS-5UTR,15391,NA,NA,124786357,130517917
LGG,WY-A85B-01A,CTNND2,RP11-1026M7.2,5,5,-1,1,4,31,29,3.6,11346484,177220343,tier1,In-frame,4385,NA,0.37792,11346372,177793342
LGG,WY-A85C-01A,B4GALT4,CBLB,3,3,-1,-1,2,4,3,0.12,118955700,105572508,tier2,5UTR-CDS,1876,NA,0.37699,119236853,105853664
LGG,WY-A85E-01A,KDM4B,SBNO2,19,19,1,-1,5,2,2,0.081,5082515,1127764,tier1,In-frame,8675,NA,0.32687,5082504,1127765
LGG,WY-A85E-01A,SBNO2,CEBPG,19,19,-1,1,2,2,2,8,1147308,33870050,tier3,CDS-5UTR,15349,NA,NA,1147309,33379144
LIHC,2V-A95S-01A,GSK3A,CNFN,19,19,-1,-1,18,18,16,0.78,42736209,42893191,tier1,CDS-5UTR,7479,NA,0.37782,42232057,42389039
LIHC,2V-A95S-01A,SERPINA1,CD63,14,12,-1,-1,2,1,1,0.15,94844713,56123444,tier3,NA,15652,NA,NA,94378376,55729660
LIHC,2Y-A9GS-01A,XRRA1,SHANK2,11,11,-1,-1,95,117,111,1.8,74641345,70821095,tier1,Out-of-frame,19997,NA,NA,74930300,71110049
LIHC,2Y-A9GT-01A,TMPRSS6,PPP6R3,22,11,-1,1,642,608,560,0.59,37499256,68377372,tier1,Out-of-frame,18289,NA,NA,37103216,68609904
LIHC,2Y-A9GU-01A,IFT43,TTLL5,14,14,1,1,14,7,7,1.7,76488737,76420767,tier1,Out-of-frame,8071,NA,0.3384,76022394,75954424
LIHC,2Y-A9GY-01A,PHF15,UBE2B,5,5,1,1,6,3,3,2,133909452,133724016,tier1,In-frame,12705,NA,0.3643,134573762,134388325
LIHC,2Y-A9GZ-01A,CES4A,PDP2,16,16,1,1,2,1,1,0.31,67029732,66918134,tier2,CDS-5UTR,3581,NA,0.35415,66995829,66884231
LIHC,2Y-A9GZ-01A,ESRRA,KCNK4,11,11,1,1,70,58,53,0.22,64074976,64064350,tier1,Out-of-frame,5836,NA,0.37362,64307504,64296878
LIHC,2Y-A9GZ-01A,OTUD5,GRIPAP1,X,X,-1,-1,7,2,2,0.026,48814239,48855916,tier1,In-frame,12114,NA,0.35925,48956977,48999504
LIHC,2Y-A9GZ-01A,QRICH1,USP4,3,3,-1,-1,21,5,5,1.4,49114142,49343321,tier1,In-frame,14013,NA,NA,49076709,49305888
LIHC,2Y-A9GZ-01A,RXRA,WDR5,9,9,1,1,35,124,118,0.078,137218505,137017105,tier1,Out-of-frame,15209,NA,NA,134326659,134151983
LIHC,2Y-A9GZ-01A,EXOSC9,MAPK10,4,4,1,-1,4,10,10,0.22,122728777,86952584,tier1,Out-of-frame,5924,NA,0.38943,121807622,86031431
LIHC,2Y-A9GZ-01A,ZNF7,KALRN,8,3,1,1,13,18,15,3.9,146054989,124113982,tier1,Out-of-frame,20630,NA,NA,144829604,124395135
LIHC,2Y-A9H0-01A,ARSB,DMGDH,5,5,-1,-1,15,13,11,2.1,78251118,78322404,tier1,In-frame,1464,NA,0.33811,78955295,79026581
LIHC,2Y-A9H0-01A,BAHD1,C15orf23,15,15,1,1,8,9,9,0.33,40733467,40678563,tier1,5UTR-CDS,1910,NA,NA,40441268,40386362
LIHC,2Y-A9H0-01A,CAMK2G,C10orf55,10,10,-1,-1,9,10,9,1.2,75601927,75676399,tier1,CDS-5UTR,2925,NA,NA,73842169,73916641
LIHC,2Y-A9H0-01A,CMTM8,GPD1L,3,3,1,1,5,3,3,2.1,32280611,32169568,tier1,Out-of-frame,3897,NA,0.34249,32239119,32128076
LIHC,2Y-A9H0-01A,HECTD1,HEATR5A,14,14,-1,-1,3,1,1,2.6,31604078,31814482,tier2,Out-of-frame,7679,NA,0.36567,31134872,31345276
LIHC,2Y-A9H0-01A,MAPKAPK3,HEMK1,3,3,1,1,8,5,5,0.19,50655215,50609141,tier1,In-frame,9965,NA,0.37775,50617784,50571710
LIHC,2Y-A9H0-01A,NSD1,FGFR4,5,5,1,1,3,7,7,0.47,176563031,176519322,tier1,Out-of-frame,11778,NA,0.3867,177136030,177092321
LIHC,2Y-A9H0-01A,PHC3,SLC7A14,3,3,-1,-1,126,52,49,0.26,169896561,170185165,tier1,Out-of-frame,12694,NA,0.34948,170178773,170467377
LIHC,2Y-A9H0-01A,PRPF4B,FAM50B,6,6,1,1,2,3,2,1.1,4021700,3850023,tier2,CDS-5UTR,13604,NA,0.37488,4021466,3849789
LIHC,2Y-A9H0-01A,DAG1,LARS2,3,3,1,1,68,38,36,0.99,49548252,45588843,tier1,In-frame,4537,NA,0.36673,49510819,45547351
LIHC,2Y-A9H0-01A,EGFR,LYST,7,1,1,-1,13,6,6,0.11,55087058,235996967,tier1,CDS-5UTR,5376,NA,0.39146,55019365,235833667
LIHC,2Y-A9H0-01A,MKL1,WFIKKN2,22,17,-1,1,10,7,6,2,40990678,48916860,tier1,5UTR-CDS,10411,NA,0.36641,40594674,50839499
LIHC,2Y-A9H0-01A,PDXDC1,GPR56,16,16,1,1,8,22,22,0.046,15092262,57684165,tier1,CDS-5UTR,12575,NA,0.35539,14998405,57650253
LIHC,2Y-A9H0-01A,PDXDC1,RAB11FIP4,16,17,1,1,5,6,6,0.028,15123913,29761052,tier1,In-frame,12579,NA,0.35084,15030056,31434034
LIHC,2Y-A9H0-01A,PRKCA,PPP4R4,17,14,1,1,3,3,3,0.78,64302245,94633881,tier1,NA,13547,NA,0.38375,66306127,94167544
LIHC,2Y-A9H0-01A,RXRA,KCNT2,9,1,1,-1,7,14,14,0.51,137218505,196461471,tier1,Out-of-frame,15207,NA,NA,134326659,196492341
LIHC,2Y-A9H0-01A,SLC12A7,SKIV2L2,5,5,-1,1,168,224,126,0.79,1057586,54720548,tier1,Out-of-frame,16014,NA,NA,1057471,55424720
LIHC,2Y-A9H0-01A,TM7SF3,SNX31,12,8,-1,-1,7,2,2,0.82,27167011,101612669,tier1,Out-of-frame,17870,NA,NA,27014078,100600441
LIHC,2Y-A9H0-01A,TRIM29,PAK1,11,11,-1,-1,80,65,63,1.5,120055918,77034405,tier1,NA,18628,NA,NA,120185210,77323360
LIHC,2Y-A9H0-01A,UACA,PTPN6,15,12,-1,1,6,9,9,2.1,70987356,7069090,tier1,Out-of-frame,19015,NA,NA,70695017,6959927
LIHC,2Y-A9H1-01A,HNRNPM,MARCH2,19,19,1,1,3,1,1,0.52,8509995,8486673,tier3,CDS-5UTR,7904,NA,NA,8445111,8421789
LIHC,2Y-A9H2-01A,NADSYN1,PAK1,11,11,1,-1,5,5,4,0.37,71169590,77103586,tier1,CDS-5UTR,11071,NA,0.37405,71458544,77392541
LIHC,2Y-A9H2-01A,NUMA1,CADM2,11,3,-1,1,20,14,13,0.29,71791504,86114755,tier1,5UTR-CDS,11881,NA,0.3581,72080458,86065605
LIHC,2Y-A9H2-01A,TMPRSS6,PPP6R3,22,11,-1,1,89,101,93,0.59,37499256,68377372,tier1,Out-of-frame,18290,NA,NA,37103216,68609904
LIHC,2Y-A9H3-01A,ZC3H7B,L3MBTL2,22,22,1,1,2,2,2,0.2,41723368,41620024,tier3,In-frame,20152,NA,NA,41327364,41224020
LIHC,2Y-A9H4-01A,AGMO,MEOX2,7,7,-1,-1,4,3,3,0.77,15433738,15666543,tier1,In-frame,649,NA,0.35619,15394113,15626918
LIHC,2Y-A9H6-01A,KIAA0182,CRISPLD2,16,16,1,1,6,2,2,0.1,85682357,84888335,tier1,Out-of-frame,8742,NA,0.36382,85648751,84854729
LIHC,2Y-A9H6-01A,MGRN1,C16orf96,16,16,1,1,4,1,1,0.23,4718313,4621562,tier3,In-frame,10323,NA,NA,4668312,4571561
LIHC,2Y-A9H6-01A,ZBTB20,PTPRD,3,9,-1,-1,2,2,2,0.11,114519948,8733946,tier3,5UTR-5UTR,20097,NA,NA,114801101,8733946
LIHC,2Y-A9H7-01A,ACTB,AHSG,7,3,-1,1,2,1,1,1.4,5567255,186330855,tier3,3UTR-5UTR,332,NA,0.37573,5527624,186613066
LIHC,2Y-A9H8-01A,AC069214.1,USP25,12,21,-1,1,2,1,1,0.22,121339681,17177440,tier2,NA,195,NA,0.35635,120901878,15805121
LIHC,2Y-A9H8-01A,PPP1R3B,CSMD1,8,8,-1,-1,8,3,3,0.68,9008857,3889621,tier1,5UTR-CDS,13381,NA,0.34526,9151347,4032099
LIHC,2Y-A9H8-01A,PPP2CB,DLC1,8,8,-1,-1,3,2,2,0.004,30669836,12973166,tier1,Out-of-frame,13386,NA,0.37796,30812320,13115657
LIHC,2Y-A9H9-01A,GPLD1,FAM65B,6,6,-1,-1,30,36,29,0.056,24486303,24876045,tier1,CDS-5UTR,7343,NA,0.34931,24486075,24875817
LIHC,2Y-A9H9-01A,KDM4A,AL139289.1,1,1,1,1,2,1,1,0.021,44134970,43870051,tier3,Out-of-frame,8657,NA,0,43669299,43404380
LIHC,2Y-A9H9-01A,CFB,SERPINA1,6,14,1,-1,4,1,1,0.14,31919830,94857030,tier3,NA,3584,NA,0.36598,31952053,94390693
LIHC,2Y-A9HA-01A,APOA2,ITPR2,1,12,-1,-1,2,2,1,2.1,161192082,26775338,tier4,3UTR-CDS,1132,NA,0.36636,161222292,26622405
LIHC,2Y-A9HA-01A,ATXN10,TBC1D22A,22,22,1,1,13,11,7,0.13,46136418,47507404,tier2,In-frame,1810,NA,0.34727,45740538,47111508
LIHC,2Y-A9HA-01A,FIG4,HS3ST5,6,6,1,-1,2,1,1,0.12,110086364,114549942,tier2,CDS-5UTR,6536,NA,0.34602,109765161,114228778
LIHC,2Y-A9HA-01A,NCF2,PAPPA2,1,1,-1,1,12,11,10,0.25,183538277,176640106,tier1,In-frame,11154,NA,0.37627,183569142,176670970
LIHC,2Y-A9HA-01A,PAPPA2,ACBD6,1,1,1,-1,48,23,21,0.047,176740316,180257652,tier1,Out-of-frame,12258,NA,0.37223,176771180,180288517
LIHC,2Y-A9HA-01A,PRKAG2,ACTR3C,7,7,-1,-1,2,1,1,2.3,151372506,149946143,tier2,In-frame,13522,NA,0.35209,151675420,150249054
LIHC,2Y-A9HA-01A,RGL1,RASAL2,1,1,1,1,3,1,1,0.16,183854072,178252699,tier2,Out-of-frame,14627,NA,NA,183884938,178283564
LIHC,2Y-A9HA-01A,SERPIND1,MICALL1,22,22,1,1,36,44,37,1.4,21140436,38333087,tier1,Out-of-frame,15669,NA,NA,20786148,37937080
LIHC,2Y-A9HB-01A,APOC1,SLC38A4,19,12,1,-1,2,3,1,0.74,45422606,47226191,tier3,NA,1137,NA,0.34582,44919349,46832408
LIHC,4R-AA8I-01A,AC007182.1,JDP2,14,14,1,1,15,4,3,0.52,76101356,75935993,tier1,Out-of-frame,148,NA,0.37161,75635013,75469290
LIHC,4R-AA8I-01A,HIVEP1,PTCRA,6,6,1,1,23,27,25,0.34,12015901,42890765,tier1,In-frame,7796,NA,0.36462,12015668,42923027
LIHC,4R-AA8I-01A,SEPT9,MYH13,17,17,1,-1,12,7,7,0.022,75303279,10263505,tier1,5UTR-CDS,15614,NA,NA,77307197,10360188
LIHC,4R-AA8I-01A,SFXN5,SLC8A1,2,2,-1,-1,7,3,2,0.26,73247368,40404995,tier1,Out-of-frame,15772,NA,NA,73020239,40177855
LIHC,5C-A9VG-01A,NFIC,C19orf77,19,19,1,-1,7,10,8,0.27,3382241,3478927,tier1,In-frame,11477,NA,NA,3382243,3478929
LIHC,5C-AAPD-01A,RNF128,CXorf57,X,X,1,1,2,1,1,0.009,105937638,105891543,tier2,Out-of-frame,14755,NA,NA,106694408,106648313
LIHC,5C-AAPD-01A,SPEN,FBLIM1,1,1,1,1,6,13,12,0.46,16203173,16101113,tier1,Out-of-frame,16712,NA,NA,15876678,15774618
LIHC,5C-AAPD-01A,CLU,APOL3,8,22,-1,-1,2,3,2,0.11,27455513,36541647,tier3,3UTR-5UTR,3868,NA,0.35402,27597996,36145599
LIHC,5R-AA1C-01A,CUEDC2,ARL3,10,10,-1,-1,14,12,12,0.52,104192283,104465246,tier1,5UTR-CDS,4429,NA,0.36703,102432526,102705489
LIHC,5R-AAAM-01A,ALB,AC008537.4,4,19,1,1,1493,4581,4374,1.4,74282070,41454958,tier1,CDS-3UTR,782,NA,0.35787,73416353,40949053
LIHC,5R-AAAM-01A,UTP18,KCTD17,17,22,1,1,3,1,1,0.41,49346265,37455353,tier3,Out-of-frame,19449,NA,NA,51268904,37059313
LIHC,BC-4072-01B,ALB,FOXP1,4,3,1,-1,2,52,2,0.16,74286971,71007472,tier3,NA,787,NA,0.3676,73421254,70958321
LIHC,BC-4072-01B,ANXA4,PKN1,2,19,1,1,1077,695,603,2.9,70008706,14578377,tier1,In-frame,1047,NA,0.3846,69781574,14467565
LIHC,BC-4072-01B,PKN1,ANXA4,19,2,1,1,72,36,31,2.9,14574965,70015186,tier1,In-frame,12921,NA,0.3846,14464153,69788054
LIHC,BC-4072-01B,RFFL,ADAM32,17,8,-1,1,17,11,8,0.67,33390595,39004649,tier1,5UTR-CDS,14589,NA,NA,35063576,39147130
LIHC,BC-4073-01B,TTLL5,JDP2,14,14,1,1,2,3,2,2.3,76129566,75904601,tier2,Out-of-frame,18907,NA,NA,75663223,75437898
LIHC,BC-4073-01B,FGB,STAT6,4,12,1,-1,2,26,7,3.4,155492238,57496773,tier2,NA,6427,NA,0.37956,154571086,57102990
LIHC,BC-A10R-01A,AGFG2,COPS6,7,7,1,1,5,3,3,0.85,100151881,99689272,tier1,Out-of-frame,645,NA,0.36465,100554258,100091649
LIHC,BC-A10R-01A,ATP2A2,IFT81,12,12,1,1,3,4,3,0.26,110734542,110584758,tier1,Out-of-frame,1710,NA,0.37729,110296737,110146953
LIHC,BC-A10R-01A,BRD4,AKAP8L,19,19,-1,-1,3,46,38,0.39,15443101,15491423,tier1,5UTR-CDS,2200,NA,0.37449,15332290,15380612
LIHC,BC-A10R-01A,CCNT2,ACMSD,2,2,1,1,81,40,38,0.32,135677461,135602803,tier1,In-frame,3230,NA,0.37462,134919891,134845233
LIHC,BC-A10R-01A,CYP27A1,STK36,2,2,1,1,3,2,2,1.4,219647160,219538348,tier1,In-frame,4497,NA,0.37007,218782437,218673625
LIHC,BC-A10R-01A,ERN1,TEX2,17,17,-1,-1,2,2,2,0.21,62157022,62254831,tier3,In-frame,5786,NA,0.38155,64079662,64177471
LIHC,BC-A10R-01A,MLL5,LHFPL3,7,7,1,1,2,1,1,0.79,104681470,104377122,tier3,Out-of-frame,10488,NA,0.34946,105041023,104736675
LIHC,BC-A10R-01A,MYH9,TXN2,22,22,-1,-1,61,72,67,0.003,36783852,36863964,tier1,5UTR-CDS,10918,NA,0.37799,36387807,36467917
LIHC,BC-A10R-01A,NFIC,CELF5,19,19,1,1,4,6,5,0.43,3382241,3273870,tier1,Out-of-frame,11478,NA,0.35782,3382243,3273872
LIHC,BC-A10R-01A,SLC12A7,CLPTM1L,5,5,-1,-1,6,5,4,0.47,1073748,1331998,tier1,In-frame,16012,NA,NA,1073633,1331883
LIHC,BC-A10R-01A,SRSF4,MECR,1,1,-1,-1,5,3,3,0.71,29481208,29543197,tier1,In-frame,16893,NA,NA,29154696,29216685
LIHC,BC-A10R-01A,STK24,DOCK9,13,13,-1,-1,7,6,6,0.008,99228999,99462545,tier1,In-frame,17062,NA,NA,98576745,98810291
LIHC,BC-A10R-01A,TAF2,DSCC1,8,8,-1,-1,7,4,4,0.034,120814034,120850647,tier1,In-frame,17325,NA,NA,119801794,119838407
LIHC,BC-A10R-01A,TMEM50B,GART,21,21,-1,-1,7,2,2,0.29,34852145,34883765,tier1,5UTR-CDS,18031,NA,NA,33479838,33511458
LIHC,BC-A10R-01A,VNN1,C6orf192,6,6,-1,-1,14,12,11,0.26,133032848,133091475,tier1,In-frame,19601,NA,NA,132711709,132770336
LIHC,BC-A10R-01A,WNK2,C9orf89,9,9,1,1,7,2,2,0.006,96052329,95869956,tier1,In-frame,19894,NA,NA,93290047,93107674
LIHC,BC-A10R-01A,ARHGAP17,RAB8B,16,15,-1,1,3,5,5,0.61,25026530,63536955,tier1,Out-of-frame,1218,NA,0.36992,25015209,63244756
LIHC,BC-A10R-01A,EIF3L,AK7,22,14,1,1,4,12,8,0.11,38270531,96922684,tier1,In-frame,5450,NA,0.33581,37874524,96456347
LIHC,BC-A10T-01A,AC013461.1,RAPGEF4,2,2,1,1,2,6,6,1.1,173955918,173659753,tier2,Out-of-frame,174,NA,0.35609,173091190,172795025
LIHC,BC-A10T-01A,CCDC57,CSNK1D,17,17,-1,-1,2,1,1,0.11,80085568,80223672,tier3,In-frame,3148,NA,0.38019,82127692,82265796
LIHC,BC-A10T-01A,CDC73,TROVE2,1,1,1,1,2,3,3,0.54,193121574,193060781,tier2,CDS-3UTR,3367,NA,0.34908,193152444,193091651
LIHC,BC-A10T-01A,DAZAP1,AC004258.1,19,19,1,1,20,7,6,0.63,1428994,1277182,tier1,CDS-5UTR,4558,NA,0.35333,1428995,1277183
LIHC,BC-A10T-01A,DHX16,KIAA1949,6,6,-1,-1,7,6,6,0.16,30638187,30645065,tier1,Out-of-frame,4794,NA,0.35667,30670410,30677288
LIHC,BC-A10T-01A,LRP6,AC007621.1,12,12,-1,-1,2,1,1,0.55,12333977,12509739,tier2,NA,9542,NA,0.3665,12181043,12356805
LIHC,BC-A10T-01A,NFIX,RAD23A,19,19,1,1,17,27,26,0.36,13106678,13063503,tier1,In-frame,11502,NA,0.37062,12995864,12952689
